Updated at,item_number,item_name,revision,procurement_type,unit_of_measure,category_name,lifecycle_phase,vendor,Product Alias,Parent Product LPN,Parent Product Name,CM,Product Usage per ESS,Flat Qty,Sourcing Flat Qty
08-04-2026,10-003478,"Latch Bracket, Bridge",6,MTS,Each,Part,In Production,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,1,0
08-04-2026,10-004962,Conv DC-DC 8V to 80V Synchronous Step Down Single-Out 1V to 30V 0.8A 8-Pin SOIC EP T/R,1,OTS,Each,Electrical Components,In Production,,Maximizer Box,90-06831D,"Maximizer, Boxed",Sienna,1,20,20
08-04-2026,10-005047,"Brass Alloy 360 1/2 Hard, ASTM B16",1,OTS,Each,Part,In Production,A//Open AML,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,2,0
08-04-2026,10-004691,"Ring Terminal, M4, Sn, 10-12 AWG",1,OTS,Each,Part,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,0
08-04-2026,10-002595,"Cavity Blanking Plug, PBT, Yellow, -40 – 125 °C, Ampseal 16, TE",2,OTS,Each,Part,In Production,A//TE Connectivity,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,5,4
08-04-2026,10-002597,"CONTACT, CRIMP FERRULE, MATE-AX, RTK 031, TE",2,OTS,Each,Part,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,3,0
08-04-2026,10-002552,"Nano-Fit Receptacle Housing, TPA Capable, 2.50mm Pitch, Dual Row, 12 Circuits, Natural",1,OTS,Each,Part,In Production,A//Molex,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,0
08-04-2026,10-002560,"Nano-Fit Receptacle Housing, TPA Capable, 2.50mm Pitch, Dual Row, 8 Circuits, Natural",1,OTS,Each,Part,In Production,A//Molex,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,0
08-04-2026,10-003458,MOSFET P-CH 100V 6.6A DPAK,1,OTS,Each,Electrical Components,In Production,,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,1,1
08-04-2026,10-003458,MOSFET P-CH 100V 6.6A DPAK,1,OTS,Each,Electrical Components,In Production,,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,1,0
08-04-2026,10-003458,MOSFET P-CH 100V 6.6A DPAK,1,OTS,Each,Electrical Components,In Production,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,1,1
08-04-2026,10-003980,"Carbon Steel, HC340LA Per EN10268",1,OTS,Gram,Part,In Production,A//Open AML,HW Kit,90-001223,"20kWh Hardware Kit, Lunar Blue",Sienna,1,2490,0
08-04-2026,10-003980,"Carbon Steel, HC340LA Per EN10268",1,OTS,Gram,Part,In Production,A//Open AML,LFP HW Kit,90-07290A,20kWh LFP ESS Hardware Kit,Sienna,1,2490,0
08-04-2026,10-002510,"FAKRA PLUG(Key B) to FAKRA PLUG(Key B) 3GHz RG316, 460mm",1,MTS,Each,Part,In Production,GS//[TBD],9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,0
08-04-2026,10-001934,"Insert,M5,3mm L,Molded,Thru",1,OTS,Each,Part,In Production,A//Penn Engineering,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,3,0
08-04-2026,10-001877,"Insert,M5,8.29 mm L,Blind,Mold-in",1,OTS,Each,Part,In Production,A//Penn Engineering,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,6,0
08-04-2026,10-002486,CONN HEADER SMD 20POS 1.27MM,1,OTS,Each,Electrical Components,In Design,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,1,1
08-04-2026,10-001011,RES 5.1K OHM 1% 1/10W 75V 0603,1,OTS,Each,Electrical Components,In Design,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,9,9
08-04-2026,10-004047,CAP CER 10000PF 440VAC RADIAL,1,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,3,3
08-04-2026,10-006287,"Heat Shrink,2:1,25.4 mm ID Pre-Shrink,1 mm THK,UL224,Adhesive Lined",1,OTS,Millimeter,Part,In Production,,Terminal PCBA (TRM),10-06103C,"PCBA, Terminal Board, Type C, Coated",Qualitel,1,22,22
08-04-2026,10-006287,"Heat Shrink,2:1,25.4 mm ID Pre-Shrink,1 mm THK,UL224,Adhesive Lined",1,OTS,Millimeter,Part,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,22,22
08-04-2026,10-005077,CAP CER 1UF 50V X7R 0603,1,OTS,Each,Electrical Components,In Production,,Terminal PCBA (TRM),10-06103C,"PCBA, Terminal Board, Type C, Coated",Qualitel,1,2,2
08-04-2026,10-005077,CAP CER 1UF 50V X7R 0603,1,OTS,Each,Electrical Components,In Production,,Power PCBA (IPC),10-06105C,"PCBA, Power Board, Type C, Coated",Qualitel,1,1,1
08-04-2026,10-005077,CAP CER 1UF 50V X7R 0603,1,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,3,3
08-04-2026,10-005077,CAP CER 1UF 50V X7R 0603,1,OTS,Each,Electrical Components,In Production,,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,4,4
08-04-2026,10-005077,CAP CER 1UF 50V X7R 0603,1,OTS,Each,Electrical Components,In Production,,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,4,0
08-04-2026,10-005077,CAP CER 1UF 50V X7R 0603,1,OTS,Each,Electrical Components,In Production,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,59,59
08-04-2026,10-005077,CAP CER 1UF 50V X7R 0603,1,OTS,Each,Electrical Components,In Production,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,14,14
08-04-2026,10-006071,"Ink, UL 969, Label Printing",1,OTS,Millimeter,Part,In Production,,HW Kit,90-001223,"20kWh Hardware Kit, Lunar Blue",Sienna,1,1,0
08-04-2026,10-006071,"Ink, UL 969, Label Printing",1,OTS,Millimeter,Part,In Production,,PV Hub,90-004034,"Maximizer Hub, Boxed",Sienna,1,2,0
08-04-2026,10-006071,"Ink, UL 969, Label Printing",1,OTS,Millimeter,Part,In Production,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,5,0
08-04-2026,10-006071,"Ink, UL 969, Label Printing",1,OTS,Millimeter,Part,In Production,,Maximizer Box,90-06831D,"Maximizer, Boxed",Sienna,1,60,0
08-04-2026,10-006071,"Ink, UL 969, Label Printing",1,OTS,Millimeter,Part,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,5,0
08-04-2026,10-006071,"Ink, UL 969, Label Printing",1,OTS,Millimeter,Part,In Production,,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,1,0
08-04-2026,10-006071,"Ink, UL 969, Label Printing",1,OTS,Millimeter,Part,In Production,,LFP HW Kit,90-07290A,20kWh LFP ESS Hardware Kit,Sienna,1,1,0
08-04-2026,10-006071,"Ink, UL 969, Label Printing",1,OTS,Millimeter,Part,In Production,,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,1,0
08-04-2026,10-006071,"Ink, UL 969, Label Printing",1,OTS,Millimeter,Part,In Production,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,1,0
08-04-2026,10-001152,RES SMD 10K OHM 1% 1/10W 0603 AEC-Q,1,OTS,Each,Electrical Components,In Production,,Terminal PCBA (TRM),10-06103C,"PCBA, Terminal Board, Type C, Coated",Qualitel,1,3,3
08-04-2026,10-001152,RES SMD 10K OHM 1% 1/10W 0603 AEC-Q,1,OTS,Each,Electrical Components,In Production,,Power PCBA (IPC),10-06105C,"PCBA, Power Board, Type C, Coated",Qualitel,1,17,17
08-04-2026,10-001152,RES SMD 10K OHM 1% 1/10W 0603 AEC-Q,1,OTS,Each,Electrical Components,In Production,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,2,2
08-04-2026,10-001152,RES SMD 10K OHM 1% 1/10W 0603 AEC-Q,1,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,20,20
08-04-2026,10-001152,RES SMD 10K OHM 1% 1/10W 0603 AEC-Q,1,OTS,Each,Electrical Components,In Production,,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,30,30
08-04-2026,10-001152,RES SMD 10K OHM 1% 1/10W 0603 AEC-Q,1,OTS,Each,Electrical Components,In Production,,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,30,0
08-04-2026,10-001851,IC TRANSFORMER DRIVER SOT23-6,1,OTS,Each,Electrical Components,In Design,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,1,1
08-04-2026,10-002567,"Wire,24 AWG,7/32,UL 10086,Untinned,Black",1,OTS,Millimeter,Part,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,350,0
08-04-2026,10-005928,"Cardboard, B-Flute, 275#",1,OTS,Each,Part,In Production,,Maximizer Box,90-06831D,"Maximizer, Boxed",Sienna,1,15,0
08-04-2026,10-06755A,"Wall Bracket Asy, Battery Block, Type 2",1,MTS,Each,Part,In Production,A//JPOND,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,1,1
08-04-2026,10-06755A,"Wall Bracket Asy, Battery Block, Type 2",1,MTS,Each,Part,In Production,A//JPOND,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,1,0
08-04-2026,10-06755A,"Wall Bracket Asy, Battery Block, Type 2",1,MTS,Each,Part,In Production,A//JPOND,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,1,1
08-04-2026,10-06705C,"Asy, Power Board, Filter Board, and Blower Asy, Type C",6,MTS,Each,Assembly,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,0
08-04-2026,10-07891A,Fuse. Busbar Anchor SA,2,MTS,Each,Assembly,In Design,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,1,0
08-04-2026,10-001272,"MC4 Pigtail, Female, 200mm",9,MTS,Each,Part,In Production,A//Avalon,Maximizer Box,90-06831D,"Maximizer, Boxed",Sienna,1,20,20
08-04-2026,10-006934,RES 22 OHM 1% 2W 2512,1,OTS,Each,Electrical Components,In Production,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,4,4
08-04-2026,10-006108,"Label, Overcurrent Device, Bridge",3,MTS,Each,Assembly,In Production,A//Stephen Gould,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-006828,MODULE SimpleLink™ 2.4GHz and 5GHz Dual-Band Wi-Fi 6 and Bluetooth® QFM (MOZ) | 65,1,OTS,Each,Electrical Components,In Production,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,1,1
08-04-2026,10-07509A,CONN HEADER VERT 35POS MALE 4MM PITCH,1,OTS,Each,Electrical Components,In Design,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,1,1
08-04-2026,10-004819,"EMI Gasket, 2.3mm x 2.3mm, D-Profile",2,OTS,Millimeter,Part,In Production,A//Mouser,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,400,400
08-04-2026,10-004985,Res Wirewound 18 Ohm 5% 2W ±200ppm/°C J-Lead SMD T/R,1,OTS,Each,Electrical Components,Sunset - Phase Out,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-07151A,"Adhesive, Cyanoacrylate (CA), Loctite 401",1,OTS,Milliliter,Part,In Production,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,0.1,0.1
08-04-2026,10-06733A,"Label, Limit, PCS",1,MTS,Each,Part,In Production,GS//[TBD],Rogowski Coil,90-06789A,"Rogowski Coil, Boxed",Sienna,1,1,1
08-04-2026,10-06733A,"Label, Limit, PCS",1,MTS,Each,Part,In Production,GS//[TBD],Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-06992A,"Heatshrink, 3:1, BLK, ADHESIVE LINED, 19MM ID ,2MM THK",1,OTS,Millimeter,Part,In Production,,HW Kit,90-001223,"20kWh Hardware Kit, Lunar Blue",Sienna,1,60,0
08-04-2026,10-06992A,"Heatshrink, 3:1, BLK, ADHESIVE LINED, 19MM ID ,2MM THK",1,OTS,Millimeter,Part,In Production,,LFP HW Kit,90-07290A,20kWh LFP ESS Hardware Kit,Sienna,1,60,0
08-04-2026,10-002242,"Neutral Bar Module, Bridge",8,MTS,Each,Part,In Production,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,1,0
08-04-2026,10-06981A,RES 100 OHM 1% 1/10W 0603,1,OTS,Each,Electrical Components,In Design,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,16,16
08-04-2026,10-005199,"TIM, PCBA, Terminal Board, Inverter",1,MTS,Each,Part,In Production,A//Singleton,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-000690,Power-line communication dual line driver,1,OTS,Each,Electrical Components,In Production,,Terminal PCBA (TRM),10-06103C,"PCBA, Terminal Board, Type C, Coated",Qualitel,1,1,1
08-04-2026,10-000690,Power-line communication dual line driver,1,OTS,Each,Electrical Components,In Production,,PV Hub,90-004034,"Maximizer Hub, Boxed",Sienna,1,1,1
08-04-2026,10-000690,Power-line communication dual line driver,1,OTS,Each,Electrical Components,In Production,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-000690,Power-line communication dual line driver,1,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-006705,RES 9.1K OHM 1% 1/16W 0402,1,OTS,Each,Electrical Components,In Production,,MSAC,90-06700A,"MSA Controller, Boxed",Qualitel,1,4,4
08-04-2026,10-006696,RES SMD 2 OHM 5% 1W 2512 AEC-Q,1,OTS,Each,Electrical Components,In Production,,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,1,1
08-04-2026,10-006696,RES SMD 2 OHM 5% 1W 2512 AEC-Q,1,OTS,Each,Electrical Components,In Production,,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,1,0
08-04-2026,10-006696,RES SMD 2 OHM 5% 1W 2512 AEC-Q,1,OTS,Each,Electrical Components,In Production,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,1,1
08-04-2026,10-005903,"Cardboard, BC-Flute, 350#",1,OTS,Each,Part,In Production,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,6,0
08-04-2026,10-002212,"Bolt with Washer, M5 x 11, T25 Drive, Steel, Zinc Plated",1,OTS,Each,Part,In Production,A//Pencom,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,16,16
08-04-2026,10-005288,"Light Pipe Trio, Molded with Sealing Adhesive",1,MTS,Each,Part,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,0
08-04-2026,10-005450,RES 47K OHM 1% 1/10W 0603,1,OTS,Each,Electrical Components,In Design,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,7,7
08-04-2026,10-005392,RES 1M OHM 1% 1/10W 0603,1,OTS,Each,Electrical Components,In Design,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,1,1
08-04-2026,10-004982,Thermistor NTC 10K Ohm 5% 2-Pin Radial 3977K -4.5 to -4 Bulk,1,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,0
08-04-2026,10-06521A,RES SMD 4.7K OHM 1% 1/16W 0402,1,OTS,Each,Electrical Components,In Design,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,24,24
08-04-2026,10-002102,"Inductor Core, Kool Mμ Hƒ, 19.2uH",1,OTS,Each,Part,In Production,,Maximizer Box,90-06831D,"Maximizer, Boxed",Sienna,1,20,0
08-04-2026,10-001933,"Insert,M3,3mm L,Molded,Thru",1,OTS,Each,Part,In Production,A//Penn Engineering,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,0
08-04-2026,10-001059,CAP CER 0.015UF 50V X7R 0402,1,OTS,Each,Electrical Components,In Design,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,1,1
08-04-2026,10-08087A,"Screw, M3 x 8, Plastic Threading, Steel, Zinc Plated",1,OTS,Each,Part,In Design,GS//TBD,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,4,4
08-04-2026,90-08096A,"Lunar 3 Inverter, Boxed",1,MTS,Each,Top Level Assembly,In Planning,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,1,0
08-04-2026,10-004917,Cap Ceramic 0.068uF 1000V X7R 10% Pad SMD 1210 125°C Automotive T/R,1,OTS,Each,Electrical Components,In Production,,PV Hub,90-004034,"Maximizer Hub, Boxed",Sienna,1,5,5
08-04-2026,10-006627,CONN RCPT USB2.0 TYPE C 24POS RA,1,OTS,Each,Electrical Components,In Design,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,1,1
08-04-2026,10-006483,IC INTEGRATED POWER MANAGEMENT (PMI 32-VFQFN EXPOSED PAD,1,OTS,Each,Electrical Components,In Production,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,1,1
08-04-2026,10-002658,"Heatshrink, 3:1, BLK, Adhesive lined, 0.25in ID ,0.047in THK",1,OTS,Millimeter,Part,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,175,0
08-04-2026,SCH-000007,"Schematics, Power Board, Type C",1,OTS,Each,Schematics,In Production,,Power PCBA (IPC),10-06105C,"PCBA, Power Board, Type C, Coated",Qualitel,1,1,1
08-04-2026,SCH-000007,"Schematics, Power Board, Type C",1,OTS,Each,Schematics,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-07420A,"Wire Harness, Home Controller to Motherboard, HE Inverter",2,MTS,Each,Assembly,In Design,GS//TBD,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,1,1
08-04-2026,10-08391A,"Label, Compliance, Lunar 3 Inverter",1,MTS,Each,Part,In Planning,GS//TBD,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,1,1
08-04-2026,10-07982A,"PCBA Cover, Motherboard, 11kW Inverter",3,MTS,Each,Part,In Design,GS//TBD,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,1,1
08-04-2026,10-08076A,"Lunar 3 Inverter Enclosure, Top Panel, DVT1",3,MTS,Each,Part,In Design,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,1,0
08-04-2026,10-07907A,"Panel, Wall",3,MTS,Each,Part,In Planning,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,2,0
08-04-2026,10-07886A,"RSD Switch Cover Door, Inverter, Gen 2",2,MTS,Each,Part,In Planning,GS//TBD,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,1,1
08-04-2026,10-08010A,"Screw,M4x0.7,30mmL,BHT,Steel,Zn",1,OTS,Each,Part,In Planning,A//McMaster,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,4,4
08-04-2026,10-006975,RES SMD 64.9KOHM 0.1% 1/10W 0603,1,OTS,Each,Electrical Components,In Design,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,4,4
08-04-2026,10-07733A,"Snorkel Insert with Seal, L2.1 LFP DC ESS",2,MTS,Each,Assembly,In Design,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,1,0
08-04-2026,10-07812A,Foam - UnCompressed,1,MTS,Each,Part,In Production,,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,1,0
08-04-2026,10-07812A,Foam - UnCompressed,1,MTS,Each,Part,In Production,,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,1,0
08-04-2026,10-006896,CAP CER 0.022UF 50V C0G/NP0 0805,1,OTS,Each,Electrical Components,In Design,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,12,12
08-04-2026,10-07587A,"Busbar, Al, A",1,OTS,Each,Part,In Production,A//ACE Battery,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,4,0
08-04-2026,10-07587A,"Busbar, Al, A",1,OTS,Each,Part,In Production,A//ACE Battery,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,4,0
08-04-2026,10-07557A,"QR lablel, LFP DC BB",1,OTS,Each,Part,In Production,A//ACE Battery,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,1,0
08-04-2026,10-07557A,"QR lablel, LFP DC BB",1,OTS,Each,Part,In Production,A//ACE Battery,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,1,0
08-04-2026,90-06700A,"MSA Controller, Boxed",3,MTS,Each,Top Level Assembly,In Production,,MSAC,90-06700A,"MSA Controller, Boxed",Qualitel,1,1,0
08-04-2026,20-06570B,20-06570B Lunar MSA Controller PCB,1,MTS,Each,PCB,In Production,"A//Summit Hollister, A//Sunshine PCB Group",MSAC,90-06700A,"MSA Controller, Boxed",Qualitel,1,1,1
08-04-2026,10-003722,CAP CER 9PF 50V C0G 0402 AEC-Q,1,OTS,Each,Electrical Components,Sunset - Phase Out,,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,2,2
08-04-2026,10-003722,CAP CER 9PF 50V C0G 0402 AEC-Q,1,OTS,Each,Electrical Components,Sunset - Phase Out,,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,2,0
08-04-2026,10-003722,CAP CER 9PF 50V C0G 0402 AEC-Q,1,OTS,Each,Electrical Components,Sunset - Phase Out,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,2,2
08-04-2026,10-005043,Cap Ceramic 5pF 50V C0G 0.25pF Pad SMD 0603 125°C Automotive AEC-Q200 T/R,1,OTS,Each,Electrical Components,Sunset - Phase Out,,Power PCBA (IPC),10-06105C,"PCBA, Power Board, Type C, Coated",Qualitel,1,3,3
08-04-2026,10-005043,Cap Ceramic 5pF 50V C0G 0.25pF Pad SMD 0603 125°C Automotive AEC-Q200 T/R,1,OTS,Each,Electrical Components,Sunset - Phase Out,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,3,3
08-04-2026,10-06928B,"Heat Sink, DCDC",1,MTS,Each,Part,In Production,A//MyHeatSinks,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,1,1
08-04-2026,10-06928B,"Heat Sink, DCDC",1,MTS,Each,Part,In Production,A//MyHeatSinks,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,1,0
08-04-2026,10-006807,"XFMR FWD P-P DC/DC CONV SMD 0.485"" L x 0.410"" W (12.32mm x 10.41mm)",1,OTS,Each,Electrical Components,In Design,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,1,1
08-04-2026,10-07190A,"Compression Limiter, 3.7mm, 6.5mm ID, Cu",1,MTS,Each,Part,In Production,A//ACE Battery,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,4,0
08-04-2026,10-07190A,"Compression Limiter, 3.7mm, 6.5mm ID, Cu",1,MTS,Each,Part,In Production,A//ACE Battery,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,4,0
08-04-2026,10-06937A,"Fan Shroud, DCDC, LFP ESS, Rear",3,MTS,Each,Part,In Production,,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,1,0
08-04-2026,10-06937A,"Fan Shroud, DCDC, LFP ESS, Rear",3,MTS,Each,Part,In Production,,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,1,0
08-04-2026,10-002221,"Enclosure, PCBA's, Bridge",5,MTS,Each,Part,In Production,A//Fictiv,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-006740,DIODE STANDARD 200V 400MA SOD123,1,OTS,Each,Electrical Components,In Design,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,3,3
08-04-2026,10-004879,RES 10K OHM 0.1% 1/6W 0603 AEC-Q,2,OTS,Each,Electrical Components,Sunset - Phase Out,,Maximizer Box,90-06831D,"Maximizer, Boxed",Sienna,1,240,240
08-04-2026,10-004162,RES SMD 20 OHM 1% 1/4W 1206 AEC-Q200,1,OTS,Each,Electrical Components,In Production,,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,2,2
