Updated at,item_number,item_name,revision,procurement_type,unit_of_measure,category_name,lifecycle_phase,vendor,Product Alias,Parent Product LPN,Parent Product Name,CM,Product Usage per ESS,Flat Qty,Sourcing Flat Qty
08-04-2026,10-000729,"Interface Circuit, CMOS, PDSO8",2,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,4,4
08-04-2026,10-000729,"Interface Circuit, CMOS, PDSO8",2,OTS,Each,Electrical Components,In Production,,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,1,1
08-04-2026,10-000729,"Interface Circuit, CMOS, PDSO8",2,OTS,Each,Electrical Components,In Production,,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,1,0
08-04-2026,10-000729,"Interface Circuit, CMOS, PDSO8",2,OTS,Each,Electrical Components,In Production,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,1,1
08-04-2026,10-000729,"Interface Circuit, CMOS, PDSO8",2,OTS,Each,Electrical Components,In Production,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,1,1
08-04-2026,10-002934,DIODE GEN PURP 600V 5A SMC,1,OTS,Each,Electrical Components,In Production,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,2,2
08-04-2026,10-001610,DIODE SCHOTTKY 80V 1A SOD123 AEC-Q,1,OTS,Each,Electrical Components,In Production,,Maximizer Box,90-06831D,"Maximizer, Boxed",Sienna,1,20,20
08-04-2026,10-001610,DIODE SCHOTTKY 80V 1A SOD123 AEC-Q,1,OTS,Each,Electrical Components,In Production,,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,1,1
08-04-2026,10-001610,DIODE SCHOTTKY 80V 1A SOD123 AEC-Q,1,OTS,Each,Electrical Components,In Production,,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,1,0
08-04-2026,10-001610,DIODE SCHOTTKY 80V 1A SOD123 AEC-Q,1,OTS,Each,Electrical Components,In Production,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,1,1
08-04-2026,10-000605,DIODE ARRAY AEC-Q,1,OTS,Each,Electrical Components,In Production,,Terminal PCBA (TRM),10-06103C,"PCBA, Terminal Board, Type C, Coated",Qualitel,1,15,15
08-04-2026,10-000605,DIODE ARRAY AEC-Q,1,OTS,Each,Electrical Components,In Production,,MSAC,90-06700A,"MSA Controller, Boxed",Qualitel,1,6,6
08-04-2026,10-000605,DIODE ARRAY AEC-Q,1,OTS,Each,Electrical Components,In Production,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-000605,DIODE ARRAY AEC-Q,1,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,15,15
08-04-2026,10-000605,DIODE ARRAY AEC-Q,1,OTS,Each,Electrical Components,In Production,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,24,24
08-04-2026,10-000421,"Connector,MC4,Female",1,OTS,Each,Part,In Production,,Maximizer Box,90-06831D,"Maximizer, Boxed",Sienna,1,40,0
08-04-2026,10-002349,"Connector,Plug,MX150L,16POS,Panel,IP67",1,OTS,Each,Part,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,0
08-04-2026,10-003160,"XMFR CUSTOM T/H 12PIN 30.7 X 30,0 X 24.6MM",1,OTS,Each,Electrical Components,In Production,,Terminal PCBA (TRM),10-06103C,"PCBA, Terminal Board, Type C, Coated",Qualitel,1,1,1
08-04-2026,10-003160,"XMFR CUSTOM T/H 12PIN 30.7 X 30,0 X 24.6MM",1,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-001239,PCB Terminal Block 3-Pole,1,OTS,Each,Electrical Components,In Production,,Terminal PCBA (TRM),10-06103C,"PCBA, Terminal Board, Type C, Coated",Qualitel,1,1,1
08-04-2026,10-001239,PCB Terminal Block 3-Pole,1,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-004501,"55V, 3A, HALF-BRIDGE POWER DRIVE",1,OTS,Each,Electrical Components,In Production,,Power PCBA (IPC),10-06105C,"PCBA, Power Board, Type C, Coated",Qualitel,1,3,3
08-04-2026,10-004501,"55V, 3A, HALF-BRIDGE POWER DRIVE",1,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,3,3
08-04-2026,10-003501,FIXED IND 100UH 800MA 700MOHM SM,1,OTS,Each,Electrical Components,In Production,,Power PCBA (IPC),10-06105C,"PCBA, Power Board, Type C, Coated",Qualitel,1,2,2
08-04-2026,10-003501,FIXED IND 100UH 800MA 700MOHM SM,1,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,2,2
08-04-2026,10-003821,ESS Cover Perf Insert,5,MTS,Each,Part,In Production,A//JPOND,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,2,0
08-04-2026,10-003821,ESS Cover Perf Insert,5,MTS,Each,Part,In Production,A//JPOND,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,2,0
08-04-2026,10-000596,FIXED IND 10UH 500MA 400MOHM SMD,2,OTS,Each,Electrical Components,In Production,,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,1,1
08-04-2026,10-000596,FIXED IND 10UH 500MA 400MOHM SMD,2,OTS,Each,Electrical Components,In Production,,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,1,0
08-04-2026,10-002401,ROUND STANDOFF M2X0.4 STEEL 1MM,1,OTS,Each,Electrical Components,In Production,,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,3,3
08-04-2026,10-002401,ROUND STANDOFF M2X0.4 STEEL 1MM,1,OTS,Each,Electrical Components,In Production,,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,3,0
08-04-2026,10-002401,ROUND STANDOFF M2X0.4 STEEL 1MM,1,OTS,Each,Electrical Components,In Production,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,3,3
08-04-2026,10-001414,DIODE ZENER 10V 500MW SOD123 AEC-Q,1,OTS,Each,Electrical Components,In Production,,Terminal PCBA (TRM),10-06103C,"PCBA, Terminal Board, Type C, Coated",Qualitel,1,1,1
08-04-2026,10-001414,DIODE ZENER 10V 500MW SOD123 AEC-Q,1,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-001414,DIODE ZENER 10V 500MW SOD123 AEC-Q,1,OTS,Each,Electrical Components,In Production,,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,1,1
08-04-2026,10-001414,DIODE ZENER 10V 500MW SOD123 AEC-Q,1,OTS,Each,Electrical Components,In Production,,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,1,0
08-04-2026,10-001414,DIODE ZENER 10V 500MW SOD123 AEC-Q,1,OTS,Each,Electrical Components,In Production,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,1,1
08-04-2026,10-001286,IC GATE DRVR HALF-BRIDGE HI SPD,1,OTS,Each,Electrical Components,In Production,,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,6,6
08-04-2026,10-001286,IC GATE DRVR HALF-BRIDGE HI SPD,1,OTS,Each,Electrical Components,In Production,,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,6,0
08-04-2026,10-001286,IC GATE DRVR HALF-BRIDGE HI SPD,1,OTS,Each,Electrical Components,In Production,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,6,6
08-04-2026,10-004059,"Assy, Grounded Bracket, Load Tray, Lower, Bridge",4,MTS,Each,Part,In Production,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,1,0
08-04-2026,10-000415,"Lift-Off Hinge, w/o pin, RH, Bridge",2,OTS,Each,Part,In Production,A//Avalon,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,2,0
08-04-2026,10-001950,"PET Resin, 5VB, 30% GF",1,OTS,Gram,Part,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,16.22,0
08-04-2026,10-001938,"Potting Compound, Urethane",2,MTS,Gram,Part,In Production,,Maximizer Box,90-06831D,"Maximizer, Boxed",Sienna,1,4900,0
08-04-2026,10-002580,"Terminal,Tab,20-24awg,Mating Width 1.6 mm",1,OTS,Each,Part,In Production,A//TE Connectivity,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,12,0
08-04-2026,10-004763,"Ink, Logo, Pad Print, Metallic Silver",1,OTS,Gram,Part,In Production,P//JPOND,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,0
08-04-2026,LR-000023,Cosmetic Standard for Sheet Metal Parts,1,OTS,Each,Lunar Requirement,In Production,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,13,0
08-04-2026,10-002259,"Ring Terminal,M5,Sn,10-14AWG",1,OTS,Each,Part,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,0
08-04-2026,10-002655,"Heatshrink, 3:1, BLK, Adhesive lined, 0.5in ID ,0.055in THK",1,OTS,Millimeter,Part,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,385,0
08-04-2026,10-002509,FAKRA PLUG (Key A) to FAKRA PLUG (Key A) 6GHz LMR-240 460mm,1,OTS,Each,Part,In Production,GS//[TBD],9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,0
08-04-2026,10-002404,"Wire,22 AWG,19/34,UL 11905,Nickel-Plated Copper,Black",1,OTS,Millimeter,Part,In Production,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,2766,0
08-04-2026,10-06701A,"Wall Bracket, Battery Block, Type 2",1,MTS,Each,Part,In Production,A//JPOND,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,1,0
08-04-2026,10-06701A,"Wall Bracket, Battery Block, Type 2",1,MTS,Each,Part,In Production,A//JPOND,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,1,0
08-04-2026,10-06701A,"Wall Bracket, Battery Block, Type 2",1,MTS,Each,Part,In Production,A//JPOND,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,1,0
08-04-2026,10-07510C,"Heat Sink, DCDC, Cont Fin, LFP DC ESS",1,MTS,Each,Part,In Design,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,1,0
08-04-2026,10-006993,CRYSTAL 12.2880MHZ 18PF SMD HC-49/US (11.40MM x 4.70MM),1,OTS,Each,Electrical Components,In Design,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,1,1
08-04-2026,10-001055,RES 15K OHM 1% 1/16W 0402 AEC-Q,1,OTS,Each,Electrical Components,In Production,,Terminal PCBA (TRM),10-06103C,"PCBA, Terminal Board, Type C, Coated",Qualitel,1,2,2
08-04-2026,10-001055,RES 15K OHM 1% 1/16W 0402 AEC-Q,1,OTS,Each,Electrical Components,In Production,,PV Hub,90-004034,"Maximizer Hub, Boxed",Sienna,1,1,1
08-04-2026,10-001055,RES 15K OHM 1% 1/16W 0402 AEC-Q,1,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,2,2
08-04-2026,10-001055,RES 15K OHM 1% 1/16W 0402 AEC-Q,1,OTS,Each,Electrical Components,In Production,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,3,3
08-04-2026,10-07075A,"Label, Warning, Connector Lock",1,OTS,Each,Part,In Production,A//Stephen Gould,MSAC,90-06700A,"MSA Controller, Boxed",Qualitel,1,1,1
08-04-2026,10-07398A,CAP CER 1UF 250V X7R 2220,1,OTS,Each,Electrical Components,In Planning,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,46,46
08-04-2026,30-005368,"PCBA, RF Passthrough Type A",1,MTS,Each,PCBA,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,0
08-04-2026,10-006426,"Heat spreader, Aluminum Nitride, TIM and pre-applied, Type B",4,MTS,Each,Part,In Production,GS//MyHeatSinks,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,2,2
08-04-2026,10-004262,CONN PIN RCPT .022-.034 SOLDER,1,OTS,Each,Electrical Components,Sunset - Phase Out,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,4,4
08-04-2026,10-006717,MOSFET SILICON CARBIDE N-CH 650V RDS 10.0mOHM PG-HDSOP-22-1,1,OTS,Each,Electrical Components,In Production,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,8,8
08-04-2026,10-004497,CAP CER 0.022UF 630V X7R 1206,1,OTS,Each,Electrical Components,In Production,,Power PCBA (IPC),10-06105C,"PCBA, Power Board, Type C, Coated",Qualitel,1,8,8
08-04-2026,10-004497,CAP CER 0.022UF 630V X7R 1206,1,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,8,8
08-04-2026,10-004497,CAP CER 0.022UF 630V X7R 1206,1,OTS,Each,Electrical Components,In Production,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,16,16
08-04-2026,10-002228,"Ground Bar Module, Bridge",11,MTS,Each,Part,In Production,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,1,0
08-04-2026,20-05001C,"PCB, Terminal Board, Type C",2,MTS,Each,PCB,In Production,A//Sunshine PCB Group,Terminal PCBA (TRM),10-06103C,"PCBA, Terminal Board, Type C, Coated",Qualitel,1,1,1
08-04-2026,20-05001C,"PCB, Terminal Board, Type C",2,MTS,Each,PCB,In Production,A//Sunshine PCB Group,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-002922,CAP CER 3900PF 630V C0G/NP0 1206 AEC-Q,1,OTS,Each,Electrical Components,Sunset - Phase Out,,Terminal PCBA (TRM),10-06103C,"PCBA, Terminal Board, Type C, Coated",Qualitel,1,1,1
08-04-2026,10-002922,CAP CER 3900PF 630V C0G/NP0 1206 AEC-Q,1,OTS,Each,Electrical Components,Sunset - Phase Out,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-002922,CAP CER 3900PF 630V C0G/NP0 1206 AEC-Q,1,OTS,Each,Electrical Components,Sunset - Phase Out,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-006695,DIODE ZENER 4.03V 960MW DO219AC,1,OTS,Each,Electrical Components,In Production,,Terminal PCBA (TRM),10-06103C,"PCBA, Terminal Board, Type C, Coated",Qualitel,1,1,1
08-04-2026,10-006695,DIODE ZENER 4.03V 960MW DO219AC,1,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-006397,"TIM, PCBA, TERMINAL BOARD, INVERTER",2,MTS,Each,Part,In Production,A//Singleton,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,3,3
08-04-2026,10-005452,RES 12.1K OHM 1% 1/10W 0603,1,OTS,Each,Electrical Components,In Design,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,2,2
08-04-2026,10-005390,RES 100K OHM 1% 1/10W 0603,1,OTS,Each,Electrical Components,In Design,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,6,6
08-04-2026,10-003550,"ASSY, INNER COVER, BRIDGE, LUNAR BLUE",7,MTS,Each,Part,In Production,"A//Avalon, P//Jabil Green Point",Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-003780,"FOAM, EPDM, ULTRA-SOFT, 1/8 IN THICK, 3/8 IN WIDE",3,OTS,Millimeter Square,Part,In Production,"A//Marian Inc, P//Marian Inc",Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,50,0
08-04-2026,10-003650,RES SMD 2K OHM 1% 1/16W 0402,1,OTS,Each,Electrical Components,In Design,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,2,2
08-04-2026,10-004922,"Inverter Cover, Bug Barrier, Boot Style, Fixed",4,MTS,Each,Part,In Production,A//JPOND,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,2,0
08-04-2026,10-003609,"Tape, Electrical, Yellow",1,OTS,Each,Part,In Production,,Maximizer Box,90-06831D,"Maximizer, Boxed",Sienna,1,40,0
08-04-2026,10-001932,"Insert,M4,3mm L,Molded,Thru",1,OTS,Each,Part,In Production,A//Penn Engineering,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,4,0
08-04-2026,10-08112A,"Lunar 3 Inverter Enclosure, Rear Grill, Left Panel, DVT1",3,MTS,Each,Part,In Design,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,1,0
08-04-2026,10-08151A,"Lunar 3 Inverter Enclosure, Left Panel Weldment, DVT1",2,MTS,Each,Assembly,In Design,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,1,0
08-04-2026,10-08017A,"EVA Port Cover, Motherboard, 11kW Inverter",1,MTS,Each,Part,In Design,GS//TBD,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,1,1
08-04-2026,10-07908A,"Assy, Wall Panel with Wall Hooks",3,MTS,Each,Assembly,In Planning,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,1,0
08-04-2026,10-002496,IC SUPERVISOR 1 CHANNEL SOT23-3 (2.92MM X 1.30MM),1,OTS,Each,Electrical Components,In Production,,Link,30-07519A,Lunar Link PCBA,Sienna,1,1,1
08-04-2026,10-006690,FERRITE BEAD 2.2 KOHM 0603 1LN,1,OTS,Each,Electrical Components,In Production,,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,2,2
08-04-2026,10-006690,FERRITE BEAD 2.2 KOHM 0603 1LN,1,OTS,Each,Electrical Components,In Production,,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,2,0
08-04-2026,10-006690,FERRITE BEAD 2.2 KOHM 0603 1LN,1,OTS,Each,Electrical Components,In Production,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,2,2
08-04-2026,10-002061,"Fir Tree,Cable Tie,1-Piece,1.0 - 35.0 mm",1,OTS,Each,Part,In Production,A//HellermannTyton,HW Kit,90-001223,"20kWh Hardware Kit, Lunar Blue",Sienna,1,4,0
08-04-2026,10-002061,"Fir Tree,Cable Tie,1-Piece,1.0 - 35.0 mm",1,OTS,Each,Part,In Production,A//HellermannTyton,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,1,1
08-04-2026,10-002061,"Fir Tree,Cable Tie,1-Piece,1.0 - 35.0 mm",1,OTS,Each,Part,In Production,A//HellermannTyton,LFP HW Kit,90-07290A,20kWh LFP ESS Hardware Kit,Sienna,1,4,0
08-04-2026,10-002061,"Fir Tree,Cable Tie,1-Piece,1.0 - 35.0 mm",1,OTS,Each,Part,In Production,A//HellermannTyton,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,1,0
08-04-2026,10-002773,MOSFET N-CH 700V 12.5A TO252-3,1,OTS,Each,Electrical Components,In Production,,Terminal PCBA (TRM),10-06103C,"PCBA, Terminal Board, Type C, Coated",Qualitel,1,3,3
08-04-2026,10-002773,MOSFET N-CH 700V 12.5A TO252-3,1,OTS,Each,Electrical Components,In Production,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-002773,MOSFET N-CH 700V 12.5A TO252-3,1,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,3,3
08-04-2026,10-004060,DIODE ZENER 15V 5W DO214AA,1,OTS,Each,Electrical Components,In Production,,PV Hub,90-004034,"Maximizer Hub, Boxed",Sienna,1,1,1
08-04-2026,10-002529,FERRITE BEAD 220 OHM 1206 1LN,1,OTS,Each,Electrical Components,In Production,,PV Hub,90-004034,"Maximizer Hub, Boxed",Sienna,1,1,1
08-04-2026,10-002529,FERRITE BEAD 220 OHM 1206 1LN,1,OTS,Each,Electrical Components,In Production,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,6,6
08-04-2026,10-003997,"Hotmelt,Polyamid,V0,Black",1,OTS,Gram,Part,In Production,GS//[TBD],9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,14,14
08-04-2026,10-003522,"Aluminum 6061-T6, ASTM B209",1,OTS,Gram,Part,In Production,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,19,0
08-04-2026,ASM-000007,"PCBA Files, Power Board, Type C",1,OTS,Each,Assembly Files,In Production,,Power PCBA (IPC),10-06105C,"PCBA, Power Board, Type C, Coated",Qualitel,1,1,1
08-04-2026,ASM-000007,"PCBA Files, Power Board, Type C",1,OTS,Each,Assembly Files,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,30-06904A,LFP EVT DC-DC BMS PCBA,9,MTS,Each,PCBA,In Production,,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,1,0
08-04-2026,30-06904A,LFP EVT DC-DC BMS PCBA,9,MTS,Each,PCBA,In Production,,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,1,0
08-04-2026,10-08390A,"Label, WiFi, Lunar 3 Inverter",1,MTS,Each,Part,In Planning,GS//TBD,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,1,1
08-04-2026,10-08337A,"PP Insulation plate, CCA",1,OTS,Each,Part,In Planning,A//ACE Battery,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,2,2
08-04-2026,10-07835A,"Panel, End Cap, Vent",4,MTS,Each,Part,In Planning,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,1,0
08-04-2026,10-08116A,"FIPFG, UL157 Rated",1,OTS,Milliliter,Part,In Design,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,1,0
08-04-2026,10-08370A,"Harness, DCDC to Cell Array, L2.1",1,MTS,Each,Assembly,In Planning,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,1,0
08-04-2026,10-08021A,"CRYSTAL 12.2880MHZ 8PF 4-SMD 0.126"" L x 0.098"" W (3.20mm x 2.50mm)",1,OTS,Each,Electrical Components,In Design,,Link,30-07519A,Lunar Link PCBA,Sienna,1,1,1
08-04-2026,10-08121A,"Lunar 3 Inverter, Enclosure Assembly, DVT1",2,MTS,Each,Assembly,In Design,GS//TBD,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,1,1
08-04-2026,10-08009A,"Shroud with Inserts, L2.1 LFP DC ESS",1,MTS,Each,Assembly,In Design,GS//TBD,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,1,1
08-04-2026,10-007016,DIODE ZENER 82V 5W ±5% DO214AA,1,OTS,Each,Electrical Components,In Design,,Max 2.0 PCBA,30-07320F,Maximizer 2.0 PCBA,TBD,20,1,1
08-04-2026,10-06647E,"PCBA DCDC/BMS, with Conformal Coat, LFP DC ESS",1,MTS,Each,Assembly,In Design,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,1,0
08-04-2026,10-07732A,"Snorkel Insert, L2.1 LFP DC ESS",2,MTS,Each,Part,In Design,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,1,0
08-04-2026,10-006976,IC REG BUCK BOOST ADJ 600MA 8CSP (0.80MM x1.60MM),1,OTS,Each,Electrical Components,In Design,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,1,1
08-04-2026,10-06953C,"Label,Compliance,Inverter",3,MTS,Each,Assembly,In Production,A//Stephen Gould,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-006921,CONN HEADER VERT 12POS 2ROWS 5.7MM PITCH ROW SPACING THRU HOLE 34.85LX14.03DX14.8HMM,1,OTS,Each,Electrical Components,In Design,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,2,2
08-04-2026,10-07810A,Adhesive,1,MTS,Each,Part,In Production,,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,1,0
08-04-2026,10-07810A,Adhesive,1,MTS,Each,Part,In Production,,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,1,0
