part_lpn,override_type,override_value,reason
10-001191,sourcing_flat_qty,3,"Product BOM fix: DUAL, ZERO-DRIFT OP AMP, E TEMP (CM name incorrectly assigned as vendor) — temporary"
10-001286,makebuy,Buy,Product BOM fix: IC GATE DRVR HALF-BRIDGE HI SPD (CM name incorrectly assigned as vendor) — temporary
10-001286,sourcing_flat_qty,6,Product BOM fix: IC GATE DRVR HALF-BRIDGE HI SPD (CM name incorrectly assigned as vendor) — temporary
10-001369,makebuy,Buy,Product BOM fix: MOSFET N-CH 600V 23A 8HSOF (CM name incorrectly assigned as vendor) — temporary
10-001369,sourcing_flat_qty,2,Product BOM fix: MOSFET N-CH 600V 23A 8HSOF (CM name incorrectly assigned as vendor) — temporary
10-001401,makebuy,Buy,Product BOM fix: CONN HEADER SMD 6POS 2.54MM (CM name incorrectly assigned as vendor) — temporary
10-001401,sourcing_flat_qty,1,Product BOM fix: CONN HEADER SMD 6POS 2.54MM (CM name incorrectly assigned as vendor) — temporary
10-001434,makebuy,Buy,Product BOM fix: CRYSTAL 12.0000MHZ 8PF SMD (CM name incorrectly assigned as vendor) — temporary
10-001434,sourcing_flat_qty,1,Product BOM fix: CRYSTAL 12.0000MHZ 8PF SMD (CM name incorrectly assigned as vendor) — temporary
10-001437,makebuy,Buy,Product BOM fix: DIODE RECT 100V 20A DPAK (CM name incorrectly assigned as vendor) — temporary
10-001437,sourcing_flat_qty,1,Product BOM fix: DIODE RECT 100V 20A DPAK (CM name incorrectly assigned as vendor) — temporary
10-001548,makebuy,Buy,Product BOM fix: RES 0 OHM JUMPER 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-001548,sourcing_flat_qty,5,Product BOM fix: RES 0 OHM JUMPER 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-001580,makebuy,Buy,Product BOM fix: IC CURRENT SENSOR 8TISON AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-001580,sourcing_flat_qty,1,Product BOM fix: IC CURRENT SENSOR 8TISON AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-001598,makebuy,Buy,Product BOM fix: RES SMD 1K OHM 1% 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-001598,sourcing_flat_qty,1,Product BOM fix: RES SMD 1K OHM 1% 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-001602,makebuy,Buy,Product BOM fix: RES SMD 115K OHM 1% 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-001602,sourcing_flat_qty,1,Product BOM fix: RES SMD 115K OHM 1% 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-001610,makebuy,Buy,Product BOM fix: DIODE SCHOTTKY 80V 1A SOD123 AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-001610,sourcing_flat_qty,1,Product BOM fix: DIODE SCHOTTKY 80V 1A SOD123 AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-001611,makebuy,Buy,Product BOM fix: DIODE ZENER 16V 500MW SOD123 (CM name incorrectly assigned as vendor) — temporary
10-001611,sourcing_flat_qty,2,Product BOM fix: DIODE ZENER 16V 500MW SOD123 (CM name incorrectly assigned as vendor) — temporary
10-001644,makebuy,Buy,Product BOM fix: FUSE BOARD MNT 2A 63VAC/VDC 1206 (CM name incorrectly assigned as vendor) — temporary
10-001644,sourcing_flat_qty,1,Product BOM fix: FUSE BOARD MNT 2A 63VAC/VDC 1206 (CM name incorrectly assigned as vendor) — temporary
10-001645,makebuy,Buy,"Product BOM fix: Screw,4-20X PLAST 0.375 in,BHT,T/F,Steel (CM name incorrectly assigned as vendor) — temporary"
10-001645,sourcing_flat_qty,8,"Product BOM fix: Screw,4-20X PLAST 0.375 in,BHT,T/F,Steel (CM name incorrectly assigned as vendor) — temporary"
10-001716,makebuy,Buy,Product BOM fix: CAP CER 10NF 25V X7R 0402 (CM name incorrectly assigned as vendor) — temporary
10-001716,sourcing_flat_qty,21,Product BOM fix: CAP CER 10NF 25V X7R 0402 (CM name incorrectly assigned as vendor) — temporary
10-001720,makebuy,Buy,Product BOM fix: CAP CER 0.22UF 50V X7R 0603 (CM name incorrectly assigned as vendor) — temporary
10-001720,sourcing_flat_qty,3,Product BOM fix: CAP CER 0.22UF 50V X7R 0603 (CM name incorrectly assigned as vendor) — temporary
10-001809,makebuy,Buy,Product BOM fix: Thick Film Resistors 0805 2Kohms 0.5W 1% AEC-Q200 (CM name incorrectly assigned as vendor) — temporary
10-001809,sourcing_flat_qty,2,Product BOM fix: Thick Film Resistors 0805 2Kohms 0.5W 1% AEC-Q200 (CM name incorrectly assigned as vendor) — temporary
10-001851,makebuy,Buy,Product BOM fix: IC TRANSFORMER DRIVER SOT23-6 (CM name incorrectly assigned as vendor) — temporary
10-001851,sourcing_flat_qty,1,Product BOM fix: IC TRANSFORMER DRIVER SOT23-6 (CM name incorrectly assigned as vendor) — temporary
10-002138,makebuy,Buy,Product BOM fix: IC REG BUCK ADJ 3A 8HTSOP-J (CM name incorrectly assigned as vendor) — temporary
10-002138,sourcing_flat_qty,3,Product BOM fix: IC REG BUCK ADJ 3A 8HTSOP-J (CM name incorrectly assigned as vendor) — temporary
10-002280,makebuy,Buy,Product BOM fix: FIXED IND 33UH 3A 60 MOHM SMD AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-002280,sourcing_flat_qty,3,Product BOM fix: FIXED IND 33UH 3A 60 MOHM SMD AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-002287,makebuy,Buy,Product BOM fix: RES SMD 4.99KOHM 0.1% 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-002287,sourcing_flat_qty,12,Product BOM fix: RES SMD 4.99KOHM 0.1% 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-002290,makebuy,Buy,Product BOM fix: IC REG LINEAR 2.5V 200MA 8SOIC (CM name incorrectly assigned as vendor) — temporary
10-002290,sourcing_flat_qty,1,Product BOM fix: IC REG LINEAR 2.5V 200MA 8SOIC (CM name incorrectly assigned as vendor) — temporary
10-002291,makebuy,Buy,Product BOM fix: RES SMD 28.7K OHM 1% 1/10W 0603 AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-002291,sourcing_flat_qty,2,Product BOM fix: RES SMD 28.7K OHM 1% 1/10W 0603 AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-002293,makebuy,Buy,Product BOM fix: IC GATE DRVR HIGH-SIDE 10MSOP (CM name incorrectly assigned as vendor) — temporary
10-002293,sourcing_flat_qty,1,Product BOM fix: IC GATE DRVR HIGH-SIDE 10MSOP (CM name incorrectly assigned as vendor) — temporary
10-002302,makebuy,Buy,Product BOM fix: SENSOR THERMISTOR NTC (CM name incorrectly assigned as vendor) — temporary
10-002302,sourcing_flat_qty,1,Product BOM fix: SENSOR THERMISTOR NTC (CM name incorrectly assigned as vendor) — temporary
10-002304,makebuy,Buy,"Product BOM fix: CONN, HEADER, 4P, GRAY, VETICAL , Ni/Cu, TE (CM name incorrectly assigned as vendor) — temporary"
10-002304,sourcing_flat_qty,1,"Product BOM fix: CONN, HEADER, 4P, GRAY, VETICAL , Ni/Cu, TE (CM name incorrectly assigned as vendor) — temporary"
10-002318,makebuy,Buy,Product BOM fix: Current Sensor 120A Channel 8-PowerTDFN AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-002318,sourcing_flat_qty,2,Product BOM fix: Current Sensor 120A Channel 8-PowerTDFN AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-002375,makebuy,Buy,Product BOM fix: CAP CER 0.1UF 250V X7R 1206 (CM name incorrectly assigned as vendor) — temporary
10-002375,sourcing_flat_qty,8,Product BOM fix: CAP CER 0.1UF 250V X7R 1206 (CM name incorrectly assigned as vendor) — temporary
10-002376,makebuy,Buy,Product BOM fix: CAP CER 1UF 25V X5R 0402 (CM name incorrectly assigned as vendor) — temporary
10-002376,sourcing_flat_qty,4,Product BOM fix: CAP CER 1UF 25V X5R 0402 (CM name incorrectly assigned as vendor) — temporary
10-002378,makebuy,Buy,Product BOM fix: CAP CER 100PF 50V X7R 0402 (CM name incorrectly assigned as vendor) — temporary
10-002378,sourcing_flat_qty,8,Product BOM fix: CAP CER 100PF 50V X7R 0402 (CM name incorrectly assigned as vendor) — temporary
10-002384,makebuy,Buy,Product BOM fix: DIODE SCHOTTKY 200V 1A SOD123W (CM name incorrectly assigned as vendor) — temporary
10-002384,sourcing_flat_qty,6,Product BOM fix: DIODE SCHOTTKY 200V 1A SOD123W (CM name incorrectly assigned as vendor) — temporary
10-002401,makebuy,Buy,Product BOM fix: ROUND STANDOFF M2X0.4 STEEL 1MM (CM name incorrectly assigned as vendor) — temporary
10-002401,sourcing_flat_qty,3,Product BOM fix: ROUND STANDOFF M2X0.4 STEEL 1MM (CM name incorrectly assigned as vendor) — temporary
10-002402,makebuy,Buy,Product BOM fix: GAN TRANS 200V 8MOHM BUMPED DIE (CM name incorrectly assigned as vendor) — temporary
10-002402,sourcing_flat_qty,16,Product BOM fix: GAN TRANS 200V 8MOHM BUMPED DIE (CM name incorrectly assigned as vendor) — temporary
10-002604,makebuy,Buy,Product BOM fix: LED GREEN CLEAR CHIP SMD (CM name incorrectly assigned as vendor) — temporary
10-002604,sourcing_flat_qty,4,Product BOM fix: LED GREEN CLEAR CHIP SMD (CM name incorrectly assigned as vendor) — temporary
10-002889,makebuy,Buy,Product BOM fix: RES SMD 47 OHM 5% 1/10W 0402 AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-002889,sourcing_flat_qty,8,Product BOM fix: RES SMD 47 OHM 5% 1/10W 0402 AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-002929,makebuy,Buy,"Product BOM fix: TIM, INDUCTOR, DCDC (CM name incorrectly assigned as vendor) — temporary"
10-002929,sourcing_flat_qty,2,"Product BOM fix: TIM, INDUCTOR, DCDC (CM name incorrectly assigned as vendor) — temporary"
10-002956,makebuy,Buy,Product BOM fix: IC REG LINEAR 3.3V 100MA 6DFN (CM name incorrectly assigned as vendor) — temporary
10-002956,sourcing_flat_qty,1,Product BOM fix: IC REG LINEAR 3.3V 100MA 6DFN (CM name incorrectly assigned as vendor) — temporary
10-002957,makebuy,Buy,Product BOM fix: MOSFET N-CH 100V 170MA SOT23-3 (CM name incorrectly assigned as vendor) — temporary
10-002957,sourcing_flat_qty,2,Product BOM fix: MOSFET N-CH 100V 170MA SOT23-3 (CM name incorrectly assigned as vendor) — temporary
10-002958,makebuy,Buy,Product BOM fix: MOSFET P-CH 100V 22A D2PAK (CM name incorrectly assigned as vendor) — temporary
10-002958,sourcing_flat_qty,1,Product BOM fix: MOSFET P-CH 100V 22A D2PAK (CM name incorrectly assigned as vendor) — temporary
10-003040,makebuy,Buy,Product BOM fix: CAP CER 0.1UF 50V X7R 0603 (CM name incorrectly assigned as vendor) — temporary
10-003040,sourcing_flat_qty,3,Product BOM fix: CAP CER 0.1UF 50V X7R 0603 (CM name incorrectly assigned as vendor) — temporary
10-003269,makebuy,Buy,Product BOM fix: CAP CER 0.1UF 50V X7R 0402 (CM name incorrectly assigned as vendor) — temporary
10-003269,sourcing_flat_qty,82,Product BOM fix: CAP CER 0.1UF 50V X7R 0402 (CM name incorrectly assigned as vendor) — temporary
10-003274,makebuy,Buy,Product BOM fix: CAP CER 10UF 100V X7S 10% 1210 (CM name incorrectly assigned as vendor) — temporary
10-003274,sourcing_flat_qty,4,Product BOM fix: CAP CER 10UF 100V X7S 10% 1210 (CM name incorrectly assigned as vendor) — temporary
10-003433,makebuy,Buy,"Product BOM fix: CAP CER 4700PF 250VAC X7R SAFETY X1, Y2 2220 (CM name incorrectly assigned as vendor) — temporary"
10-003433,sourcing_flat_qty,1,"Product BOM fix: CAP CER 4700PF 250VAC X7R SAFETY X1, Y2 2220 (CM name incorrectly assigned as vendor) — temporary"
10-003458,makebuy,Buy,Product BOM fix: MOSFET P-CH 100V 6.6A DPAK (CM name incorrectly assigned as vendor) — temporary
10-003458,sourcing_flat_qty,1,Product BOM fix: MOSFET P-CH 100V 6.6A DPAK (CM name incorrectly assigned as vendor) — temporary
10-003468,makebuy,Buy,Product BOM fix: CAP CER 0.1UF 100V X7R 0603 (CM name incorrectly assigned as vendor) — temporary
10-003468,sourcing_flat_qty,8,Product BOM fix: CAP CER 0.1UF 100V X7R 0603 (CM name incorrectly assigned as vendor) — temporary
10-003493,makebuy,Buy,Product BOM fix: RES 100 OHM 1% 1/4W 1206 AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-003493,sourcing_flat_qty,2,Product BOM fix: RES 100 OHM 1% 1/4W 1206 AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-003524,makebuy,Buy,Product BOM fix: CMC 1.5MH 18A 2LN TH (CM name incorrectly assigned as vendor) — temporary
10-003524,sourcing_flat_qty,1,Product BOM fix: CMC 1.5MH 18A 2LN TH (CM name incorrectly assigned as vendor) — temporary
10-003708,makebuy,Buy,Product BOM fix: CRYSTAL 32.7680KHZ 9PF SMD (CM name incorrectly assigned as vendor) — temporary
10-003708,sourcing_flat_qty,1,Product BOM fix: CRYSTAL 32.7680KHZ 9PF SMD (CM name incorrectly assigned as vendor) — temporary
10-003722,makebuy,Buy,Product BOM fix: CAP CER 9PF 50V C0G 0402 AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-003722,sourcing_flat_qty,2,Product BOM fix: CAP CER 9PF 50V C0G 0402 AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-003759,makebuy,Buy,Product BOM fix: IC FLASH 16MBIT SPI/QUAD 8SOIC (CM name incorrectly assigned as vendor) — temporary
10-003759,sourcing_flat_qty,1,Product BOM fix: IC FLASH 16MBIT SPI/QUAD 8SOIC (CM name incorrectly assigned as vendor) — temporary
10-004006,makebuy,Buy,"Product BOM fix: Fixed Resistor, Metal Glaze/thick Film, 0.1W, 10Mohm, 75V, 1% +/-Tol, 100ppm/Cel, Surface Mount,0603 (CM name incorrectly assigned as vendor) — temporary"
10-004006,sourcing_flat_qty,3,"Product BOM fix: Fixed Resistor, Metal Glaze/thick Film, 0.1W, 10Mohm, 75V, 1% +/-Tol, 100ppm/Cel, Surface Mount,0603 (CM name incorrectly assigned as vendor) — temporary"
10-004017,makebuy,Buy,Product BOM fix: RES SMD 49.9K OHM 1% 1/4W 1206 (CM name incorrectly assigned as vendor) — temporary
10-004017,sourcing_flat_qty,4,Product BOM fix: RES SMD 49.9K OHM 1% 1/4W 1206 (CM name incorrectly assigned as vendor) — temporary
10-004043,makebuy,Buy,Product BOM fix: RES 100K OHM 1% 1/4W 0603 150V AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-004043,sourcing_flat_qty,3,Product BOM fix: RES 100K OHM 1% 1/4W 0603 150V AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-004162,makebuy,Buy,Product BOM fix: RES SMD 20 OHM 1% 1/4W 1206 AEC-Q200 (CM name incorrectly assigned as vendor) — temporary
10-004162,sourcing_flat_qty,2,Product BOM fix: RES SMD 20 OHM 1% 1/4W 1206 AEC-Q200 (CM name incorrectly assigned as vendor) — temporary
10-004177,makebuy,Buy,Product BOM fix: RES SMD 1M OHM 1% 1/4W 1206 (CM name incorrectly assigned as vendor) — temporary
10-004177,sourcing_flat_qty,1,Product BOM fix: RES SMD 1M OHM 1% 1/4W 1206 (CM name incorrectly assigned as vendor) — temporary
10-004195,makebuy,Buy,Product BOM fix: CAP CER 1UF 100V X7R 1206 (CM name incorrectly assigned as vendor) — temporary
10-004195,sourcing_flat_qty,1,Product BOM fix: CAP CER 1UF 100V X7R 1206 (CM name incorrectly assigned as vendor) — temporary
10-004471,makebuy,Buy,Product BOM fix: CAP CER 4.7UF 100V X7S 1210 (CM name incorrectly assigned as vendor) — temporary
10-004471,sourcing_flat_qty,5,Product BOM fix: CAP CER 4.7UF 100V X7S 1210 (CM name incorrectly assigned as vendor) — temporary
10-004517,makebuy,Buy,Product BOM fix: IC MCU 32BIT 2MB FLASH 100LQFP (CM name incorrectly assigned as vendor) — temporary
10-004517,sourcing_flat_qty,1,Product BOM fix: IC MCU 32BIT 2MB FLASH 100LQFP (CM name incorrectly assigned as vendor) — temporary
10-004548,makebuy,Buy,Product BOM fix: RES SMD 3 OHM 5% 1/10W 0402 AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-004548,sourcing_flat_qty,16,Product BOM fix: RES SMD 3 OHM 5% 1/10W 0402 AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-004695,makebuy,Buy,"Product BOM fix: CAP CER 330PF SAFETY X1,Y2 250VAC X7R 1808 (CM name incorrectly assigned as vendor) — temporary"
10-004695,sourcing_flat_qty,2,"Product BOM fix: CAP CER 330PF SAFETY X1,Y2 250VAC X7R 1808 (CM name incorrectly assigned as vendor) — temporary"
10-004736,makebuy,Buy,Product BOM fix: RES 100K OHM 0.5% 1/2W 0805 AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-004736,sourcing_flat_qty,4,Product BOM fix: RES 100K OHM 0.5% 1/2W 0805 AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-004813,makebuy,Buy,Product BOM fix: CAP CER 4.7UF 25V X6S 0603 (CM name incorrectly assigned as vendor) — temporary
10-004813,sourcing_flat_qty,4,Product BOM fix: CAP CER 4.7UF 25V X6S 0603 (CM name incorrectly assigned as vendor) — temporary
10-004897,makebuy,Buy,Product BOM fix: CAP CER 47PF 250VAC SL 1808 (CM name incorrectly assigned as vendor) — temporary
10-004897,sourcing_flat_qty,2,Product BOM fix: CAP CER 47PF 250VAC SL 1808 (CM name incorrectly assigned as vendor) — temporary
10-005019,makebuy,Buy,Product BOM fix: RES SMD 4.7K OHM 1% 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-005019,sourcing_flat_qty,1,Product BOM fix: RES SMD 4.7K OHM 1% 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-005073,makebuy,Buy,Product BOM fix: CAP CER 10UF 10V X7R 0805 (CM name incorrectly assigned as vendor) — temporary
10-005073,sourcing_flat_qty,1,Product BOM fix: CAP CER 10UF 10V X7R 0805 (CM name incorrectly assigned as vendor) — temporary
10-005077,makebuy,Buy,Product BOM fix: CAP CER 1UF 50V X7R 0603 (CM name incorrectly assigned as vendor) — temporary
10-005077,sourcing_flat_qty,14,Product BOM fix: CAP CER 1UF 50V X7R 0603 (CM name incorrectly assigned as vendor) — temporary
10-005099,makebuy,Buy,Product BOM fix: DC DC CONVERTER 12V 1W (CM name incorrectly assigned as vendor) — temporary
10-005099,sourcing_flat_qty,1,Product BOM fix: DC DC CONVERTER 12V 1W (CM name incorrectly assigned as vendor) — temporary
10-005123,makebuy,Buy,Product BOM fix: IC COMPARATOR 1 GEN PUR 6UDFN (CM name incorrectly assigned as vendor) — temporary
10-005123,sourcing_flat_qty,1,Product BOM fix: IC COMPARATOR 1 GEN PUR 6UDFN (CM name incorrectly assigned as vendor) — temporary
10-005178,makebuy,Buy,Product BOM fix: RES 3.2K OHM 0.1% 1/10W 0603 AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-005178,sourcing_flat_qty,1,Product BOM fix: RES 3.2K OHM 0.1% 1/10W 0603 AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-005214,makebuy,Buy,Product BOM fix: TVS DIODE 376VWM 602VC DO214AB (CM name incorrectly assigned as vendor) — temporary
10-005214,sourcing_flat_qty,1,Product BOM fix: TVS DIODE 376VWM 602VC DO214AB (CM name incorrectly assigned as vendor) — temporary
10-005226,makebuy,Buy,Product BOM fix: IC Isolated Single-Channel Gate Driver With Split Outputs (CM name incorrectly assigned as vendor) — temporary
10-005226,sourcing_flat_qty,1,Product BOM fix: IC Isolated Single-Channel Gate Driver With Split Outputs (CM name incorrectly assigned as vendor) — temporary
10-005297,makebuy,Buy,Product BOM fix: CAP CER 2.2UF 10% 450V X6S 2220 (CM name incorrectly assigned as vendor) — temporary
10-005297,sourcing_flat_qty,2,Product BOM fix: CAP CER 2.2UF 10% 450V X6S 2220 (CM name incorrectly assigned as vendor) — temporary
10-005390,makebuy,Buy,Product BOM fix: RES 100K OHM 1% 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-005390,sourcing_flat_qty,6,Product BOM fix: RES 100K OHM 1% 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-005392,makebuy,Buy,Product BOM fix: RES 1M OHM 1% 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-005392,sourcing_flat_qty,1,Product BOM fix: RES 1M OHM 1% 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-005393,makebuy,Buy,Product BOM fix: RES 470 OHM 1% 1/10W 75V 0603 (CM name incorrectly assigned as vendor) — temporary
10-005393,sourcing_flat_qty,1,Product BOM fix: RES 470 OHM 1% 1/10W 75V 0603 (CM name incorrectly assigned as vendor) — temporary
10-005394,makebuy,Buy,Product BOM fix: RES SMD 249K OHM 0.1% 1/4W 1206 (CM name incorrectly assigned as vendor) — temporary
10-005394,sourcing_flat_qty,16,Product BOM fix: RES SMD 249K OHM 0.1% 1/4W 1206 (CM name incorrectly assigned as vendor) — temporary
10-005410,makebuy,Buy,Product BOM fix: RES SMD 200 OHM 1% 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-005410,sourcing_flat_qty,17,Product BOM fix: RES SMD 200 OHM 1% 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-005411,makebuy,Buy,Product BOM fix: RES 10K OHM 1% 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-005411,sourcing_flat_qty,30,Product BOM fix: RES 10K OHM 1% 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-005423,makebuy,Buy,Product BOM fix: TRANS NPN 80V 1A SOT223 (CM name incorrectly assigned as vendor) — temporary
10-005423,sourcing_flat_qty,1,Product BOM fix: TRANS NPN 80V 1A SOT223 (CM name incorrectly assigned as vendor) — temporary
10-005424,makebuy,Buy,Product BOM fix: DIODE ZENER 10V 500MW SOD123 (CM name incorrectly assigned as vendor) — temporary
10-005424,sourcing_flat_qty,1,Product BOM fix: DIODE ZENER 10V 500MW SOD123 (CM name incorrectly assigned as vendor) — temporary
10-005427,makebuy,Buy,Product BOM fix: RES 3K OHM 5% 1/4W 1206 (CM name incorrectly assigned as vendor) — temporary
10-005427,sourcing_flat_qty,1,Product BOM fix: RES 3K OHM 5% 1/4W 1206 (CM name incorrectly assigned as vendor) — temporary
10-005449,makebuy,Buy,Product BOM fix: RES 20 OHM 1% 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-005449,sourcing_flat_qty,14,Product BOM fix: RES 20 OHM 1% 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-005450,makebuy,Buy,Product BOM fix: RES 47K OHM 1% 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-005450,sourcing_flat_qty,7,Product BOM fix: RES 47K OHM 1% 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-005451,makebuy,Buy,Product BOM fix: RES 1.1K OHM 1% 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-005451,sourcing_flat_qty,9,Product BOM fix: RES 1.1K OHM 1% 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-005452,makebuy,Buy,Product BOM fix: RES 12.1K OHM 1% 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-005452,sourcing_flat_qty,2,Product BOM fix: RES 12.1K OHM 1% 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-005459,makebuy,Buy,Product BOM fix: CAP CER 0.47UF 25V X7R 0603 (CM name incorrectly assigned as vendor) — temporary
10-005459,sourcing_flat_qty,19,Product BOM fix: CAP CER 0.47UF 25V X7R 0603 (CM name incorrectly assigned as vendor) — temporary
10-005460,makebuy,Buy,Product BOM fix: CAP CER 15PF 50V C0G/NP0 0402 (CM name incorrectly assigned as vendor) — temporary
10-005460,sourcing_flat_qty,6,Product BOM fix: CAP CER 15PF 50V C0G/NP0 0402 (CM name incorrectly assigned as vendor) — temporary
10-005461,makebuy,Buy,Product BOM fix: FERRITE BEAD 1K OHM 1206 1LN (CM name incorrectly assigned as vendor) — temporary
10-005461,sourcing_flat_qty,4,Product BOM fix: FERRITE BEAD 1K OHM 1206 1LN (CM name incorrectly assigned as vendor) — temporary
10-005681,makebuy,Buy,Product BOM fix: FIXED IND 10UH 28A 2.5 MOHM SMD (CM name incorrectly assigned as vendor) — temporary
10-005681,sourcing_flat_qty,1,Product BOM fix: FIXED IND 10UH 28A 2.5 MOHM SMD (CM name incorrectly assigned as vendor) — temporary
10-006146,makebuy,Buy,"Product BOM fix: Bushing, DCDC (CM name incorrectly assigned as vendor) — temporary"
10-006146,sourcing_flat_qty,2,"Product BOM fix: Bushing, DCDC (CM name incorrectly assigned as vendor) — temporary"
10-006205,makebuy,Buy,Product BOM fix: IND 22.8μH±10％ Within (Typ.22.78μH) Custom (CM name incorrectly assigned as vendor) — temporary
10-006205,sourcing_flat_qty,2,Product BOM fix: IND 22.8μH±10％ Within (Typ.22.78μH) Custom (CM name incorrectly assigned as vendor) — temporary
10-006220,makebuy,Buy,Product BOM fix: IC VREF SERIES 0.1% 8SOIC (CM name incorrectly assigned as vendor) — temporary
10-006220,sourcing_flat_qty,1,Product BOM fix: IC VREF SERIES 0.1% 8SOIC (CM name incorrectly assigned as vendor) — temporary
10-006484,makebuy,Buy,"Product BOM fix: IC 16CH BATTERY MONITOR 64-WFQFN Exposed Pad, CSP (CM name incorrectly assigned as vendor) — temporary"
10-006484,sourcing_flat_qty,1,"Product BOM fix: IC 16CH BATTERY MONITOR 64-WFQFN Exposed Pad, CSP (CM name incorrectly assigned as vendor) — temporary"
10-006492,makebuy,Buy,Product BOM fix: PC TEST POINT COMPACT (CM name incorrectly assigned as vendor) — temporary
10-006492,sourcing_flat_qty,2,Product BOM fix: PC TEST POINT COMPACT (CM name incorrectly assigned as vendor) — temporary
10-006493,makebuy,Buy,Product BOM fix: THERMISTOR NTC 10KOHM B25/50=3380K 0603 (CM name incorrectly assigned as vendor) — temporary
10-006493,sourcing_flat_qty,3,Product BOM fix: THERMISTOR NTC 10KOHM B25/50=3380K 0603 (CM name incorrectly assigned as vendor) — temporary
10-006635,makebuy,Buy,Product BOM fix: RES SMD 2 OHM 1% 1/5W 0402 (CM name incorrectly assigned as vendor) — temporary
10-006635,sourcing_flat_qty,6,Product BOM fix: RES SMD 2 OHM 1% 1/5W 0402 (CM name incorrectly assigned as vendor) — temporary
10-006637,makebuy,Buy,Product BOM fix: DIODE SCHOTTKY 40V 500MA 0402 (CM name incorrectly assigned as vendor) — temporary
10-006637,sourcing_flat_qty,6,Product BOM fix: DIODE SCHOTTKY 40V 500MA 0402 (CM name incorrectly assigned as vendor) — temporary
10-006638,makebuy,Buy,Product BOM fix: CAP CER 10000PF 1KV X7R 1812 (CM name incorrectly assigned as vendor) — temporary
10-006638,sourcing_flat_qty,1,Product BOM fix: CAP CER 10000PF 1KV X7R 1812 (CM name incorrectly assigned as vendor) — temporary
10-006639,makebuy,Buy,Product BOM fix: CAP CER 1000PF 1KV X7R 1812 (CM name incorrectly assigned as vendor) — temporary
10-006639,sourcing_flat_qty,1,Product BOM fix: CAP CER 1000PF 1KV X7R 1812 (CM name incorrectly assigned as vendor) — temporary
10-006640,makebuy,Buy,Product BOM fix: CAP CER 1000PF 1KV X7R 1206 (CM name incorrectly assigned as vendor) — temporary
10-006640,sourcing_flat_qty,4,Product BOM fix: CAP CER 1000PF 1KV X7R 1206 (CM name incorrectly assigned as vendor) — temporary
10-006641,makebuy,Buy,Product BOM fix: CAP CER 10000PF 1KV X7R 1206 (CM name incorrectly assigned as vendor) — temporary
