cm,part,description,state,first_shortage_date,shortage_qty,opening,undated,products
Sienna,10-002462,TVS DIODE 5VWM 8.5VC TSOT26,IN_PRODUCTION,,0.0,8323.0,0.0,9.6 KW Inverter
Sienna,10-002465,IC REG LINEAR 1.8V 1A 8SOIC,IN_PRODUCTION,,0.0,6197.0,0.0,9.6 KW Inverter
Sienna,10-002488,IC EEPROM 2KBIT I2C 400KHZ 8SOIC,IN_PRODUCTION,,0.0,6627.0,0.0,9.6 KW Inverter
Sienna,10-002492,XTAL OSC XO 24.0000MHZ HCMOS SMD,IN_PRODUCTION,,0.0,7491.0,0.0,9.6 KW Inverter
Sienna,10-002493,XTAL OSC XO 32.768KHZ SMD,IN_PRODUCTION,,0.0,1413.0,0.0,9.6 KW Inverter
Sienna,10-002494,XTAL OSC XO 50.0000MHZ CMOS SMD,IN_PRODUCTION,,0.0,7822.0,0.0,9.6 KW Inverter
Sienna,10-002495,"32.768 kHz ±20ppm Crystal 9pF 90 kOhms 2-SMD, No Lead",IN_PRODUCTION,,0.0,8785.0,0.0,9.6 KW Inverter
Sienna,10-002498,Secure Authenticator 8-TDFN-EP (2x2),IN_PRODUCTION,,0.0,3434.0,0.0,9.6 KW Inverter
Sienna,10-002500,RES 4.32K OHM 1% 1/16W 0402,IN_PRODUCTION,,0.0,16715.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-002502,RES 1.91K OHM 1% 1/16W 0402,IN_PRODUCTION,,0.0,13160.0,0.0,9.6 KW Inverter
Sienna,10-002503,RES 6.49K OHM 1% 1/16W 0402,IN_PRODUCTION,,0.0,42533.0,0.0,9.6 KW Inverter
Sienna,10-002504,RES 44.2K OHM 1% 1/16W 0402,IN_PRODUCTION,,0.0,13186.0,0.0,9.6 KW Inverter
Sienna,10-002505,RES 26.1K OHM 1% 1/16W 0402,IN_PRODUCTION,,0.0,13146.0,0.0,9.6 KW Inverter
Sienna,10-002506,IC DRAM 4GBIT PARALLEL 96FBGA,IN_PRODUCTION,,0.0,2848.0,0.0,9.6 KW Inverter
Sienna,10-002507,RES 240 OHM 1% 1/16W 0402,IN_PRODUCTION,,0.0,13177.0,0.0,9.6 KW Inverter
Sienna,10-002508,SWITCH TACTILE SPST-NO 0.05A 32V,IN_PRODUCTION,,0.0,12823.0,0.0,9.6 KW Inverter
Sienna,10-002529,FERRITE BEAD 220 OHM 1206 1LN,IN_PRODUCTION,,0.0,1858.0,0.0,PV Hub
Sienna,10-002532,CAP CER 0.1UF 10V X7S 0201,IN_PRODUCTION,,0.0,345937.0,0.0,"9.6 KW Inverter, Maximizer Box"
Sienna,10-002588,RES 0 OHM JUMPER 1/20W 0201,IN_PRODUCTION,,0.0,27384.0,0.0,9.6 KW Inverter
Sienna,10-002595,"Cavity Blanking Plug, PBT, Yellow, -40 – 125 °C, Ampseal 16, TE",IN_PRODUCTION,,0.0,19909.0,0.0,9.6 KW Inverter
Sienna,10-002605,TVS DIODE 5VWM 12VC SOD323 AEC-Q,IN_PRODUCTION,,0.0,33970.0,0.0,9.6 KW Inverter
Sienna,10-002607,TVS DIODE 12VWM 19.9VC SOD123F,IN_PRODUCTION,,0.0,8312.0,0.0,9.6 KW Inverter
Sienna,10-002608,CONN HEADER SMD 14POS 2.5MM,IN_PRODUCTION,,0.0,6575.0,0.0,9.6 KW Inverter
Sienna,10-002610,FERRITE BEAD 15 OHM 0603 1LN,IN_PRODUCTION,,0.0,47067.0,0.0,9.6 KW Inverter
Sienna,10-002611,TRANS NPN 45V 500MA SOT23-3,IN_PRODUCTION,,0.0,24003.0,0.0,9.6 KW Inverter
Sienna,10-002612,MOSFET N-CH 30V 350MA SOT23,IN_PRODUCTION,,0.0,13347.0,0.0,9.6 KW Inverter
Sienna,10-002613,RES 39 OHM 1% 1/16W 0402,IN_PRODUCTION,,0.0,13172.0,0.0,9.6 KW Inverter
Sienna,10-002692,"Standoff,M3,M/F,4.76mm M,2.81mm F,6mm Shldr,Brass,Zi Cr,Nylon Patch",IN_PRODUCTION,,0.0,50041.0,0.0,9.6 KW Inverter
Sienna,10-002705,CAP FILM 27UF 10% 700VDC RADIAL,IN_PRODUCTION,,0.0,39161.0,0.0,9.6 KW Inverter
Sienna,10-002720,"Side-Mount External Retaining Rings, Spring Steel, 4-5 mm OD",IN_PRODUCTION,,0.0,14272.0,0.0,9.6 KW Inverter
Sienna,10-002729,CONN HEADER SMD 8POS 2.5MM,IN_PRODUCTION,,0.0,5107.0,0.0,9.6 KW Inverter
Sienna,10-002734,RES 4.7K OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,26603.0,0.0,9.6 KW Inverter
Sienna,10-002753,"HOUSED PTC THERMISTORS AS ICL, 2 AEC-Q",IN_PRODUCTION,,0.0,11534.0,0.0,9.6 KW Inverter
Sienna,10-002828,"Internal Star Washer, M3",IN_PRODUCTION,,0.0,188386.0,0.0,Maximizer Box
Sienna,10-002854,FIXED IND 6.8UH 3.6A 36 MOHM SMD,IN_PRODUCTION,,0.0,3637.0,3000.0,PV Hub
Sienna,10-002859,RES 0.02 OHM 1% 1W 1206,IN_PRODUCTION,,0.0,8903.0,0.0,PV Hub
Sienna,10-002885,"EFUSE IC, LATCH TYPE, 15.1V VOLT",IN_PRODUCTION,,0.0,14888.0,0.0,9.6 KW Inverter
Sienna,10-002886,RES 36K OHM 1% 1/10W 0603,IN_PRODUCTION,,0.0,14435.0,0.0,PV Hub
Sienna,10-002887,CAP CER 120PF 50V C0G/NPO 0603,IN_PRODUCTION,,0.0,29931.0,0.0,9.6 KW Inverter
Sienna,10-002904,RES SMD 176K OHM 0.5% 1/10W 0603,IN_PRODUCTION,,0.0,10289.0,0.0,9.6 KW Inverter
Sienna,10-002909,TVS DIODE 7VWM 10VC 0402 AEC-Q,IN_PRODUCTION,,0.0,56074.0,0.0,9.6 KW Inverter
Sienna,10-002910,CONN HEADER VERT 3POS 10MM,IN_PRODUCTION,,0.0,8660.0,0.0,9.6 KW Inverter
Sienna,10-002921,CAP CER 10UF 35V X7R 1206,IN_PRODUCTION,,0.0,6662.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-002922,CAP CER 3900PF 630V C0G/NP0 1206 AEC-Q,IN_PRODUCTION,,0.0,10451.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-002923,CAP CER 1UF 450V X7T 2220 AEC-Q,IN_PRODUCTION,,0.0,28493.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-002925,IC OFFLINE SWITCH FLYBACK 8DSO,IN_PRODUCTION,,0.0,5434.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-002932,RES 44.2K OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,8747.0,0.0,9.6 KW Inverter
Sienna,10-002933,RES 715 OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,13931.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-002934,DIODE GEN PURP 600V 5A SMC,IN_PRODUCTION,,0.0,12461.0,0.0,Bridge
Sienna,10-002937,IC VREF SHUNT ADJ 0.4% 8SO,IN_PRODUCTION,,0.0,10484.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-002984,CONN HEADER SMD 3POS 2.5MM,IN_PRODUCTION,,0.0,4831.0,0.0,9.6 KW Inverter
Sienna,10-003009,"Adhesive, Tape, Insulator, Load Tray, Bridge",IN_PRODUCTION,,0.0,6539.0,0.0,Bridge
Sienna,10-003040,CAP CER 0.1UF 50V X7R 0603,IN_PRODUCTION,,0.0,164149.0,0.0,9.6 KW Inverter
Sienna,10-003041,RES SMD 100 OHM 0.1% 1/10W 0805,IN_PRODUCTION,,0.0,79714.0,0.0,9.6 KW Inverter
Sienna,10-003063,RES SMD 64.9K OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,64077.0,0.0,9.6 KW Inverter
Sienna,10-003078,"Wire Harness, Positive, PV Hub",IN_PRODUCTION,,0.0,3672.0,2000.0,PV Hub
Sienna,10-003100,RES 49.9K OHM 1% 1/10W 0603,IN_PRODUCTION,,0.0,50359.0,0.0,9.6 KW Inverter
Sienna,10-003113,"Screw,M3x0.5 6g x8mm,BHT T8,Flange,Steel,ZiNi BC,Nylon Patch",IN_PRODUCTION,,0.0,271902.0,0.0,9.6 KW Inverter
Sienna,10-003160,"XMFR CUSTOM T/H 12PIN 30.7 X 30,0 X 24.6MM",IN_PRODUCTION,,0.0,4476.0,0.0,9.6 KW Inverter
Sienna,10-003171,IC TRNSLTR UNIDIRECTIONAL SC88A,IN_PRODUCTION,,0.0,3823.0,0.0,9.6 KW Inverter
Sienna,10-003186,RES 11K OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,5942.0,0.0,9.6 KW Inverter
Sienna,10-003188,RES 0.5 OHM 1% 2W 2512 AEC-Q,IN_PRODUCTION,,0.0,12568.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-003189,RES 200K OHM 5% 1/2W 1210 AEC-Q,IN_PRODUCTION,,0.0,15906.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-003248,RES 2K OHM 1% 1/10W 0402 AEC-Q,IN_PRODUCTION,,0.0,19935.0,0.0,9.6 KW Inverter
Sienna,10-003252,RES SMD 6.2K OHM 1% 1/10W 0402 AEC-Q,IN_PRODUCTION,,0.0,51432.0,0.0,9.6 KW Inverter
Sienna,10-003360,RES SMD 100K OHM 1% 1/2W 1206 AEC-Q,IN_PRODUCTION,,0.0,30056.0,0.0,9.6 KW Inverter
Sienna,10-003361,IC PWR DRIVER N-CHAN 1:2 10TDFN,IN_PRODUCTION,,0.0,14914.0,0.0,9.6 KW Inverter
Sienna,10-003366,RES 0.03 OHM 1% 1/2W 1206,IN_PRODUCTION,,0.0,9224.0,0.0,9.6 KW Inverter
Sienna,10-003373,CONN HEADER SMD 12POS 2.5MM,IN_PRODUCTION,,0.0,5629.0,0.0,9.6 KW Inverter
Sienna,10-003375,CONN HEADER SMD 8POS 2.5MM,IN_PRODUCTION,,0.0,5780.0,0.0,9.6 KW Inverter
Sienna,10-003379,IC LATCH R-S QUAD P/N 16-SOIC,IN_PRODUCTION,,0.0,6148.0,0.0,9.6 KW Inverter
Sienna,10-003414,NOISE SUPPRESSION FILTER FOR POW AEC-Q,IN_PRODUCTION,,0.0,32194.0,0.0,9.6 KW Inverter
Sienna,10-003431,HIGH ANTI-SURGE THICK FILM CHIP AEC-Q,IN_PRODUCTION,,0.0,274477.0,0.0,Maximizer Box
Sienna,10-003432,RES SMD 15 OHM 5% 0.3W 0603 AEC-Q,IN_PRODUCTION,,0.0,164237.0,0.0,"9.6 KW Inverter, Maximizer Box"
Sienna,10-003433,"CAP CER 4700PF 250VAC X7R SAFETY X1, Y2 2220",IN_PRODUCTION,,0.0,409245.0,0.0,"9.6 KW Inverter, Maximizer Box"
Sienna,10-003467,RES 100 OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,357044.0,5000.0,9.6 KW Inverter
Sienna,10-003468,CAP CER 0.1UF 100V X7R 0603,IN_PRODUCTION,,0.0,1845603.0,0.0,"Maximizer Box, PV Hub"
Sienna,10-003469,RES SMD 12 OHM 1% 1/3W 0603 AEC-Q,IN_PRODUCTION,,0.0,144528.0,0.0,Maximizer Box
Sienna,10-003493,RES 100 OHM 1% 1/4W 1206 AEC-Q,IN_PRODUCTION,,0.0,9984.0,0.0,Bridge
Sienna,10-003498,"Assy, SnapNRack, Maximizer Hub",IN_PRODUCTION,,0.0,1044.0,0.0,PV Hub
Sienna,10-003501,FIXED IND 100UH 800MA 700MOHM SM,IN_PRODUCTION,,0.0,8748.0,0.0,9.6 KW Inverter
Sienna,10-003502,DIODE ZENER 6V 500MW SOD123,IN_PRODUCTION,,0.0,6772.0,0.0,PV Hub
Sienna,10-003560,"Screw M3x0.5 6g,5mm,BHT T-8,Steel,ZiNi BC,Nylon Patch",IN_PRODUCTION,,0.0,45564.0,0.0,9.6 KW Inverter
Sienna,10-003564,"Thread Forming Screw with Internal Tooth Washer, M3X0.5 15mm, BHT T10",IN_PRODUCTION,,0.0,258326.0,0.0,Maximizer Box
Sienna,10-003573,CAP CER 4700PF 250V X7R 1812,IN_PRODUCTION,,0.0,45233.0,0.0,Bridge
Sienna,10-003590,"Washer, Flat, M4, Plastic",IN_PRODUCTION,,0.0,6649.0,1500.0,PV Hub
Sienna,10-003598,"Label, Terminal Diagram, Bridge",IN_PRODUCTION,,0.0,9236.0,0.0,Bridge
Sienna,10-003600,"Label, Service Disconnect, Bridge",IN_PRODUCTION,,0.0,8460.0,0.0,Bridge
Sienna,10-003601,"Label, MAC Address, Bridge",IN_PRODUCTION,,0.0,6426.0,0.0,Bridge
Sienna,10-003606,"Label, MAC Address, Maximizer",IN_PRODUCTION,,0.0,241880.0,0.0,Maximizer Box
Sienna,10-003623,3.4MM SMT SOCKET,IN_PRODUCTION,,0.0,38266.0,0.0,9.6 KW Inverter
Sienna,10-003690,"Screw, SEMS, M3x0.5x35, Belleville Conical Washer",IN_PRODUCTION,,0.0,13280.0,0.0,9.6 KW Inverter
Sienna,10-003692,RES SMD 887 OHM 0.1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,19977.0,0.0,Bridge
Sienna,10-003693,RES 107 OHM 1% 1/16W 0402,IN_PRODUCTION,,0.0,9866.0,0.0,Bridge
Sienna,10-003701,"Inductor, Common Mode Choke, Through Hole, Integrated Heat Conduction Bridge, Machined / 3D print",IN_PRODUCTION,,0.0,9149.0,0.0,9.6 KW Inverter
Sienna,10-003723,"Jumper, Inverter, RRSID",IN_PRODUCTION,,0.0,2995.0,0.0,9.6 KW Inverter
Sienna,10-003725,"TIM, PhaseChange, Cut to Size for Inductor CMC, Ready to Apply",IN_PRODUCTION,,0.0,8422.0,0.0,9.6 KW Inverter
Sienna,10-003730,CAP CER 0.047UF 50V X7R 0603 AEC-Q,IN_PRODUCTION,,0.0,31236.0,0.0,9.6 KW Inverter
Sienna,10-003759,IC FLASH 16MBIT SPI/QUAD 8SOIC,IN_PRODUCTION,,0.0,37742.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-003778,DIODE SCHOTTKY 150V 1A SMA AEC-Q,IN_PRODUCTION,,0.0,83483.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-003794,"Label, Wire Routing Diagram, PV Hub",IN_PRODUCTION,,0.0,4649.0,0.0,PV Hub
Sienna,10-003828,RES 300 OHM 5% 1/4W 1206 AEC-Q,IN_PRODUCTION,,0.0,25204.0,0.0,9.6 KW Inverter
Sienna,10-003829,CAP CER 330PF 450V C0G/NP0 0805 AEC-Q,IN_PRODUCTION,,0.0,6220.0,0.0,9.6 KW Inverter
Sienna,10-003833,CAP CER 4.7UF 16V X7R 0603,IN_PRODUCTION,,0.0,45018.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-003834,CRYSTAL 12.0000MHZ 8PF SMD,IN_PRODUCTION,,0.0,4005.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-003870,DIODE GEN PURP 800V 3A SMC,IN_PRODUCTION,,0.0,6114.0,0.0,PV Hub
Sienna,10-003887,"Foam, Antenna Box, Maximizer",IN_PRODUCTION,,0.0,65501.0,0.0,Maximizer Box
Sienna,10-003888,IC SWITCH SPDT SINGLE SC70-6,IN_PRODUCTION,,0.0,5193.0,0.0,PV Hub
Sienna,10-003941,CAP CER 1UF 25V X7R 0603 AEC-Q,IN_PRODUCTION,,0.0,20082.0,0.0,9.6 KW Inverter
Sienna,10-003942,CAP CER 0.047UF 50V X7R 0603,IN_PRODUCTION,,0.0,25124.0,0.0,9.6 KW Inverter
Sienna,10-003951,RES 2M OHM 0.1% 1/4W 1206 AEC-Q,IN_PRODUCTION,,0.0,15206.0,0.0,PV Hub
Sienna,10-003954,RES SMD 2K OHM ±1% 1/2W AEC-Q,IN_PRODUCTION,,0.0,6817.0,0.0,PV Hub
Sienna,10-003962,RES SMD 110K OHM 0.1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,9342.0,0.0,9.6 KW Inverter
Sienna,10-003984,CAP CER 10NF 50V X7R 0402 AEC-Q,IN_PRODUCTION,,0.0,5874.0,0.0,9.6 KW Inverter
Sienna,10-004043,RES 100K OHM 1% 1/4W 0603 150V AEC-Q,IN_PRODUCTION,,0.0,14142.0,0.0,9.6 KW Inverter
Sienna,10-004047,CAP CER 10000PF 440VAC RADIAL,IN_PRODUCTION,,0.0,16232.0,0.0,9.6 KW Inverter
Sienna,10-004060,DIODE ZENER 15V 5W DO214AA,IN_PRODUCTION,,0.0,6498.0,0.0,PV Hub
Sienna,10-004061,DIODE GEN PURP 1KV 1A SMA,IN_PRODUCTION,,0.0,4182.0,0.0,PV Hub
Sienna,10-004090,CONN HEADER VERT 4POS 2MM,IN_PRODUCTION,,0.0,5920.0,0.0,Bridge
Sienna,10-004121,RES 1K OHM 1% 1/10W 0603 50PPM,IN_PRODUCTION,,0.0,8736.0,0.0,9.6 KW Inverter
Sienna,10-004151,RES 27K OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,9752.0,0.0,9.6 KW Inverter
Sienna,10-004152,"Standoff, M3x0.5, 4.5mm, F/F, Thru, Hex, SS",IN_PRODUCTION,,0.0,211015.0,0.0,"Bridge, Maximizer Box"
Sienna,10-004177,RES SMD 1M OHM 1% 1/4W 1206,IN_PRODUCTION,,0.0,9188.0,0.0,PV Hub
Sienna,10-004178,RES SMD 220 OHM 1% 1/16W 0402,IN_PRODUCTION,,0.0,16791.0,0.0,PV Hub
Sienna,10-004203,CAP FILM 0.1UF 10% 1.5KVDC RAD AEC-Q,IN_PRODUCTION,,0.0,10206.0,1500.0,9.6 KW Inverter
Sienna,10-004262,CONN PIN RCPT .022-.034 SOLDER,IN_PRODUCTION,,0.0,21026.0,0.0,Bridge
Sienna,10-004293,"NUT, M5x0.8, 12mm DISC SPRING, STEEL, ZINC CHROMATE",IN_PRODUCTION,,0.0,4879.0,0.0,Bridge
Sienna,10-004322,"TIM, Inductor Housing 2, Inverter Power Module",IN_PRODUCTION,,0.0,2971.0,0.0,9.6 KW Inverter
Sienna,10-004323,"TIM, Inductor Housing 1, Inverter Power Module",IN_PRODUCTION,,0.0,2959.0,0.0,9.6 KW Inverter
Sienna,10-004446,"Screw,Captive,M5x0.8 6gx14mm,5mm Thread,CS,T25,Flanged,DP,Steel,ZiNi BC",IN_PRODUCTION,,0.0,20959.0,0.0,9.6 KW Inverter
Sienna,10-004489,DIODE ARRAY SCHOTTKY 30V SOT23-3,IN_PRODUCTION,,0.0,448887.0,0.0,Maximizer Box
Sienna,10-004492,RES 25.5K OHM 1% 2W 1206,IN_PRODUCTION,,0.0,15162.0,0.0,9.6 KW Inverter
Sienna,10-004499,RES SMD 47 OHM 1% 1/2W 1206 AEC-Q,IN_PRODUCTION,,0.0,9240.0,0.0,9.6 KW Inverter
Sienna,10-004517,IC MCU 32BIT 2MB FLASH 100LQFP,IN_PRODUCTION,,0.0,3529.0,0.0,9.6 KW Inverter
Sienna,10-004520,CAP FILM 3.3UF 10% 630VDC RADIAL,IN_PRODUCTION,,0.0,26783.0,0.0,9.6 KW Inverter
Sienna,10-004532,DIODE GEN PURP 100V 300MA SOD123,IN_PRODUCTION,,0.0,14822.0,0.0,9.6 KW Inverter
Sienna,10-004534,FIXED IND 4.7UH 4.2A 35 MOHM SMD,IN_PRODUCTION,,0.0,4640.0,0.0,9.6 KW Inverter
Sienna,10-004538,IC VREF SHUNT 0.32% 8SOIC AEC-Q,IN_PRODUCTION,,0.0,6956.0,0.0,9.6 KW Inverter
Sienna,10-004556,CAP FILM 0.22UF 10% 1.5KVDC RAD AEC-Q,IN_PRODUCTION,,0.0,17031.0,0.0,9.6 KW Inverter
Sienna,10-004560,IC MODULATOR 16BIT 40K 32VQFN,IN_PRODUCTION,,0.0,5626.0,0.0,9.6 KW Inverter
Sienna,10-004566,CAP CER 100PF 50V C0G/NP0 0402 AEC-Q,IN_PRODUCTION,,0.0,135158.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-004576,"PCB TERMINAL BLOCK, NOMINAL CURR",IN_PRODUCTION,,0.0,4725.0,0.0,9.6 KW Inverter
Sienna,10-004592,CAP FILM 0.015UF 10% 310VAC RAD,IN_PRODUCTION,,0.0,18637.0,0.0,9.6 KW Inverter
Sienna,10-004598,TRANS NPN 40V 0.6A SOT23,IN_PRODUCTION,,0.0,92852.0,0.0,Maximizer Box
Sienna,10-004599,10.00mm Pitch Mini-Fit Sr. Header,IN_PRODUCTION,,0.0,5830.0,0.0,9.6 KW Inverter
Sienna,10-004601,"Label, Branch Circuits, Inner Panel, Left, Bridge",IN_PRODUCTION,,0.0,5443.0,0.0,Bridge
Sienna,10-004612,IC OPAMP GP 1 CIRCUIT SOT23-5,IN_PRODUCTION,,0.0,6666.0,0.0,9.6 KW Inverter
Sienna,10-004614,TVS DEV GDT/MOV 875V DISC 13.2MM,IN_PRODUCTION,,0.0,4584.0,0.0,9.6 KW Inverter
Sienna,10-004617,RES SMD 10.2KOHM 0.1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,9237.0,0.0,9.6 KW Inverter
Sienna,10-004621,RES CPF 0201 20K 0.1% 25PPM 1K RL,IN_PRODUCTION,,0.0,33650.0,0.0,9.6 KW Inverter
Sienna,10-004624,RES SMD 10K OHM 0.1% 1/10W 0603,IN_PRODUCTION,,0.0,449489.0,0.0,"9.6 KW Inverter, Maximizer Box"
Sienna,10-004630,TVS DIODE 10VWM 17VC SMA,IN_PRODUCTION,,0.0,9836.0,0.0,9.6 KW Inverter
Sienna,10-004631,RES 340 OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,30302.0,0.0,9.6 KW Inverter
Sienna,10-004639,"Heat Sink, Maximizer",IN_PRODUCTION,,0.0,25786.0,0.0,Maximizer Box
Sienna,10-004753,Trans MOSFET N-CH 950V 4A 3-Pin(2+Tab) DPAK T/R,IN_PRODUCTION,,0.0,4627.0,0.0,PV Hub
Sienna,10-004878,RES SMD 100K OHM 0.1% 1/10W 0603,IN_PRODUCTION,,0.0,635251.0,0.0,Maximizer Box
Sienna,10-004917,Cap Ceramic 0.068uF 1000V X7R 10% Pad SMD 1210 125°C Automotive T/R,IN_PRODUCTION,,0.0,20999.0,0.0,PV Hub
Sienna,10-004919,CAP FILM 15UF 5% 700VDC RADIAL,IN_PRODUCTION,,0.0,7708.0,0.0,PV Hub
Sienna,10-004927,RES 51 OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,10381.0,0.0,PV Hub
Sienna,10-004938,RES SMD 24.9KOHM 0.1% 1/10W 0603,IN_PRODUCTION,,0.0,182310.0,0.0,Maximizer Box
Sienna,10-004943,Res Thick Film 0603 30.1K Ohm 1% 0.1W(1/10W) ±100ppm/°C Pad SMD T/R,IN_PRODUCTION,,0.0,144968.0,0.0,Maximizer Box
Sienna,10-004962,Conv DC-DC 8V to 80V Synchronous Step Down Single-Out 1V to 30V 0.8A 8-Pin SOIC EP T/R,IN_PRODUCTION,,0.0,49017.0,0.0,Maximizer Box
Sienna,10-004974,Hi Side Single 5.5V 0.4A to 4A 6-Pin TSOT-26 T/R,IN_PRODUCTION,,0.0,88438.0,9000.0,Maximizer Box
Sienna,10-004984,"SCREW, PLASTIC-THREADING, M4, STEEL",IN_PRODUCTION,,0.0,11652.0,0.0,PV Hub
Sienna,10-004985,Res Wirewound 18 Ohm 5% 2W ±200ppm/°C J-Lead SMD T/R,IN_PRODUCTION,,0.0,3103.0,0.0,Bridge
Sienna,10-004990,Diode Schottky 40V 0.12A 2-Pin SOD-323 T/R,IN_PRODUCTION,,0.0,6484.0,0.0,PV Hub
Sienna,10-005003,DIODE GEN PURP 1.2KV 2A SMB,IN_PRODUCTION,,0.0,28910.0,0.0,9.6 KW Inverter
Sienna,10-005004,RES SMD 7.5 OHM 5% 3W 5322,IN_PRODUCTION,,0.0,12259.0,0.0,9.6 KW Inverter
Sienna,10-005005,TVS DIODE 18VWM 29.2VC DO214AB,IN_PRODUCTION,,0.0,24384.0,0.0,9.6 KW Inverter
Sienna,10-005009,RES 59K OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,10393.0,0.0,PV Hub
Sienna,10-005012,Res Thin Film 1206 5.1 Ohm 0.5% 0.25W(1/4W) ±25ppm/°C Pad SMD T/R,IN_PRODUCTION,,0.0,34553.0,0.0,9.6 KW Inverter
Sienna,10-005014,RES SMD 59K OHM 1% 1/10W 0603,IN_PRODUCTION,,0.0,6218.0,0.0,9.6 KW Inverter
Sienna,10-005018,RES 3.3M OHM 5% 1/10W 0603,IN_PRODUCTION,,0.0,16849.0,0.0,9.6 KW Inverter
Sienna,10-005019,Res Thick Film 0603 4.7K Ohm 1% 0.1W(1/10W) ±100ppm/°C Pad SMD T/R,IN_PRODUCTION,,0.0,21870.0,0.0,9.6 KW Inverter
Sienna,10-005031,Cap Ceramic 100pF 50V C0G 1% Pad SMD 0603 125°C Medical T/R,IN_PRODUCTION,,0.0,181245.0,0.0,Maximizer Box
Sienna,10-005035,DIGITAL TRANSFORMER,IN_PRODUCTION,,0.0,5955.0,0.0,"9.6 KW Inverter, PV Hub"
Sienna,10-005043,Cap Ceramic 5pF 50V C0G 0.25pF Pad SMD 0603 125°C Automotive AEC-Q200 T/R,IN_PRODUCTION,,0.0,18982.0,0.0,9.6 KW Inverter
Sienna,10-005044,FIXED IND 2.2UH 1.7A 60 MOHM SMD AEC-Q,IN_PRODUCTION,,0.0,15384.0,0.0,Bridge
Sienna,10-005077,CAP CER 1UF 50V X7R 0603,IN_PRODUCTION,,0.0,12722.0,0.0,9.6 KW Inverter
Sienna,10-005110,"Insulator Sheet, Filter Board Integrated PSA, D",IN_PRODUCTION,,0.0,4260.0,0.0,9.6 KW Inverter
Sienna,10-005124,"Screw,SEMS,M5x0.8,10mm,Bellevile washer,BHT T-25,Flange,Steel",IN_PRODUCTION,,0.0,10044.0,0.0,9.6 KW Inverter
Sienna,10-005151,"Potted Wire Passthrough and Inductor Housing, Inverter Power Module, D",IN_PRODUCTION,,0.0,1327.0,0.0,9.6 KW Inverter
Sienna,10-005157,"Potted Pin Passthrough and Inductor Housing, Inverter Power Module, D",IN_PRODUCTION,,0.0,1972.0,0.0,9.6 KW Inverter
Sienna,10-005184,IC REG LINEAR 12V 2A HRP-5,IN_PRODUCTION,,0.0,6816.0,0.0,9.6 KW Inverter
Sienna,10-005189,MOSFET N-CH 80V 100A TDSON,IN_PRODUCTION,,0.0,68355.0,0.0,Maximizer Box
Sienna,10-005190,RES 402K OHM 1% 1/4W 1206 AEC-Q,IN_PRODUCTION,,0.0,340368.0,0.0,9.6 KW Inverter
Sienna,10-005197,RES 3M OHM 1% 1/4W 1206 AEC-Q,IN_PRODUCTION,,0.0,27311.0,0.0,9.6 KW Inverter
Sienna,10-005231,RES 6.8 OHM 5% 1/4W 0603 AEC-Q,IN_PRODUCTION,,0.0,21828.0,0.0,9.6 KW Inverter
Sienna,10-005247,"Screw,M3x11mm,BHT T10,Flange,BF,Steel,Zinc",IN_PRODUCTION,,0.0,22039.0,0.0,9.6 KW Inverter
Sienna,10-005294,"TIM, PCBA, Filter Board, Inverter, D",IN_PRODUCTION,,0.0,4329.0,0.0,9.6 KW Inverter
Sienna,10-005300,"Seal, Exhaust Duct, Adhesive Backed, Strip, D",IN_PRODUCTION,,0.0,8412.0,0.0,9.6 KW Inverter
Sienna,10-005303,"Foam Gasket, Protective Hat, Capacitance Board, D",IN_PRODUCTION,,0.0,4263.0,0.0,9.6 KW Inverter
