shipment_number,shipped_date,ship_to,packing_slip_number,po_number,po_line_number,customer_part_number,pallet_id,serial_number,quantity,lot_code,master_carton_id,source_file,source_file_id,source_file_version,_id,_db_created_at,_db_modified_at,source_file_timestamp
SFOHOUT 00052757,2026-08-07,,93248493,PO-US-08014,,90-06889C,202608041,P:90-06889CR:02S:SIE263103183,1,,P:90-06889CR:02S:SIE263103183,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128041,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248493,PO-US-08014,,90-06889C,202608041,P:90-06889CR:02S:SIE262907515,1,,P:90-06889CR:02S:SIE262907515,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128042,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248493,PO-US-08014,,90-06889C,202608041,P:90-06889CR:02S:SIE262907513,1,,P:90-06889CR:02S:SIE262907513,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128043,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248493,PO-US-08014,,90-06889C,202608041,P:90-06889CR:02S:SIE262907510,1,,P:90-06889CR:02S:SIE262907510,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128044,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248493,PO-US-08014,,90-06889C,202608041,P:90-06889CR:02S:SIE262907514,1,,P:90-06889CR:02S:SIE262907514,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128045,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248493,PO-US-08014,,90-06889C,202608041,P:90-06889CR:02S:SIE262907511,1,,P:90-06889CR:02S:SIE262907511,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128046,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248493,PO-US-08014,,90-06889C,202608072,P:90-06889CR:02S:SIE263103184,1,,P:90-06889CR:02S:SIE263103184,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128047,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248493,PO-US-08014,,90-06889C,202608072,P:90-06889CR:02S:SIE262907512,1,,P:90-06889CR:02S:SIE262907512,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128048,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248518,PO-US-09054,,90-06801A,202608071,P:90-06801AR:01S:SIE263102822,1,,P:90-06801AR:01S:SIE263102822,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128049,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248518,PO-US-09054,,90-06801A,202608071,P:90-06801AR:01S:SIE263102827,1,,P:90-06801AR:01S:SIE263102827,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128050,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248518,PO-US-09054,,90-06801A,202608071,P:90-06801AR:01S:SIE263102821,1,,P:90-06801AR:01S:SIE263102821,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128051,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248518,PO-US-09054,,90-06801A,202608071,P:90-06801AR:01S:SIE263102819,1,,P:90-06801AR:01S:SIE263102819,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128052,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248518,PO-US-09054,,90-06801A,202608071,P:90-06801AR:01S:SIE263102820,1,,P:90-06801AR:01S:SIE263102820,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128053,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248518,PO-US-09054,,90-06801A,202608071,P:90-06801AR:01S:SIE263102825,1,,P:90-06801AR:01S:SIE263102825,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128054,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248518,PO-US-09054,,90-06801A,202608071,P:90-06801AR:01S:SIE263102823,1,,P:90-06801AR:01S:SIE263102823,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128055,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248518,PO-US-09054,,90-06801A,202608071,P:90-06801AR:01S:SIE263102824,1,,P:90-06801AR:01S:SIE263102824,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128056,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT00052858,2026-08-13,,93248583,PO-US-08926,,90-06889C,2026081217,P:90-06889CR:02S:SIE263300500,1,,P:90-06889CR:02S:SIE263300500,PO-US-08926 shipped 081326 ASN 93248583 Qty 156.xlsx,2406674531101,1,130545,2026-08-14 00:50:51.976871,2026-08-14 00:50:51.841803,2026-08-14 00:50:46.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248518,PO-US-09054,,90-06801A,202608071,P:90-06801AR:01S:SIE263102828,1,,P:90-06801AR:01S:SIE263102828,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128057,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607301,P:90-07290AR:03S:SIE263007853,1,,P:90-07290AR:03S:SIE263007853,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128058,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607301,P:90-07290AR:03S:SIE263007859,1,,P:90-07290AR:03S:SIE263007859,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128059,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607301,P:90-07290AR:03S:SIE263007868,1,,P:90-07290AR:03S:SIE263007868,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128060,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607301,P:90-07290AR:03S:SIE263007882,1,,P:90-07290AR:03S:SIE263007882,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128061,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607301,P:90-07290AR:03S:SIE263007869,1,,P:90-07290AR:03S:SIE263007869,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128062,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607301,P:90-07290AR:03S:SIE263007874,1,,P:90-07290AR:03S:SIE263007874,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128063,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607301,P:90-07290AR:03S:SIE263007872,1,,P:90-07290AR:03S:SIE263007872,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128064,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607301,P:90-07290AR:03S:SIE263007863,1,,P:90-07290AR:03S:SIE263007863,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128065,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607301,P:90-07290AR:03S:SIE263007913,1,,P:90-07290AR:03S:SIE263007913,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128066,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607301,P:90-07290AR:03S:SIE263007951,1,,P:90-07290AR:03S:SIE263007951,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128067,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607301,P:90-07290AR:03S:SIE263007870,1,,P:90-07290AR:03S:SIE263007870,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128068,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607301,P:90-07290AR:03S:SIE263007856,1,,P:90-07290AR:03S:SIE263007856,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128069,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607301,P:90-07290AR:03S:SIE263007911,1,,P:90-07290AR:03S:SIE263007911,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128070,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607301,P:90-07290AR:03S:SIE263007925,1,,P:90-07290AR:03S:SIE263007925,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128071,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607301,P:90-07290AR:03S:SIE263007960,1,,P:90-07290AR:03S:SIE263007960,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128072,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607302,P:90-07290AR:03S:SIE263007926,1,,P:90-07290AR:03S:SIE263007926,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128073,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607302,P:90-07290AR:03S:SIE263007877,1,,P:90-07290AR:03S:SIE263007877,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128074,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607302,P:90-07290AR:03S:SIE263007937,1,,P:90-07290AR:03S:SIE263007937,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128075,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607302,P:90-07290AR:03S:SIE263007881,1,,P:90-07290AR:03S:SIE263007881,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128076,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607302,P:90-07290AR:03S:SIE263007875,1,,P:90-07290AR:03S:SIE263007875,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128077,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607302,P:90-07290AR:03S:SIE263007879,1,,P:90-07290AR:03S:SIE263007879,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128078,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607302,P:90-07290AR:03S:SIE263007878,1,,P:90-07290AR:03S:SIE263007878,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128079,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607302,P:90-07290AR:03S:SIE263007941,1,,P:90-07290AR:03S:SIE263007941,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128080,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607302,P:90-07290AR:03S:SIE263007918,1,,P:90-07290AR:03S:SIE263007918,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128081,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607302,P:90-07290AR:03S:SIE263007970,1,,P:90-07290AR:03S:SIE263007970,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128082,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607302,P:90-07290AR:03S:SIE263007876,1,,P:90-07290AR:03S:SIE263007876,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128083,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607302,P:90-07290AR:03S:SIE263007880,1,,P:90-07290AR:03S:SIE263007880,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128084,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607302,P:90-07290AR:03S:SIE263007917,1,,P:90-07290AR:03S:SIE263007917,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128085,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607302,P:90-07290AR:03S:SIE263007924,1,,P:90-07290AR:03S:SIE263007924,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128086,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202607302,P:90-07290AR:03S:SIE263007929,1,,P:90-07290AR:03S:SIE263007929,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128087,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202608051,P:90-07290AR:03S:SIE263103413,1,,P:90-07290AR:03S:SIE263103413,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128088,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202608051,P:90-07290AR:03S:SIE263103411,1,,P:90-07290AR:03S:SIE263103411,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128089,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202608051,P:90-07290AR:03S:SIE263103373,1,,P:90-07290AR:03S:SIE263103373,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128090,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
SFOHOUT 00052757,2026-08-07,,93248519,PO-US-08885,,90-07290A,202608051,P:90-07290AR:03S:SIE263103372,1,,P:90-07290AR:03S:SIE263103372,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2395775972786,1,128091,2026-08-08 01:16:23.433669,2026-08-08 01:16:23.299354,2026-08-08 01:16:17.000000 +00:00
