,cm,part,description,item_category,cm_on_hand,cm_on_order,cm_unit_price,cm_price_source,lunar_on_hand_alloc,lunar_on_order_alloc,lunar_unit_price,obsolescence_state,projection_type,2026-07,2026-08,2026-09,2026-10,2026-11,2026-12,2027-01,2027-02,2027-03,2027-04,2027-05,2027-06,2027-07
6465,Celestica,10-001403,CONN TERM PIN SOLDER 3.6MM,Electrical Components,0,0,0,,0,0,1.04,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6466,Lunar,10-001403,CONN TERM PIN SOLDER 3.6MM,Electrical Components,0,0,0,,160475,0,1.04,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6467,Celestica,10-002426,"Fan with Connector,DC-DC, with Splice",Part,0,0,0,,0,0,0,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6468,Lunar,10-002426,"Fan with Connector,DC-DC, with Splice",Part,0,0,0,,0,0,0,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6469,Sienna,10-003437,"Adhesive/Sealant, RTV Silicone",Part,6544,0,0.43,CM On-Hand,0,0,0,Active in Both,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6470,Lunar,10-003437,"Adhesive/Sealant, RTV Silicone",Part,0,0,0.43,CM On-Hand,0,0,0,Active in Both,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6471,Celestica,8105-0264,,,525,0,31,CM On-Hand,0,0,0,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6472,Lunar,8105-0264,,,0,0,31,CM On-Hand,0,0,0,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6473,Sienna,10-004116,"Enclosure, Bottom, Maximizer",Part,674,0,1.08,CM On-Hand,0,0,0,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6474,Lunar,10-004116,"Enclosure, Bottom, Maximizer",Part,0,0,1.08,CM On-Hand,0,0,0,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6475,Sienna,10-004617,RES SMD 10.2KOHM 0.1% 1/16W 0402 AEC-Q,Electrical Components,7735,10000,0.05445514641695104,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6476,Qualitel,10-004617,RES SMD 10.2KOHM 0.1% 1/16W 0402 AEC-Q,Electrical Components,17467,0,0.05445514641695104,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6477,Lunar,10-004617,RES SMD 10.2KOHM 0.1% 1/16W 0402 AEC-Q,Electrical Components,0,0,0.05445514641695104,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6478,Sienna,10-003414,NOISE SUPPRESSION FILTER FOR POW AEC-Q,Electrical Components,26090,9000,0.0890699903158522,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6479,Qualitel,10-003414,NOISE SUPPRESSION FILTER FOR POW AEC-Q,Electrical Components,27606,0,0.0890699903158522,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6480,Lunar,10-003414,NOISE SUPPRESSION FILTER FOR POW AEC-Q,Electrical Components,0,0,0.0890699903158522,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6481,Sienna,10-001730,CAP CER 10000PF 50V X7R 0603 AEC-Q,Electrical Components,279386,40000,0.015300000000000001,CM On-Hand,0,0,0.0153,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6482,Lunar,10-001730,CAP CER 10000PF 50V X7R 0603 AEC-Q,Electrical Components,0,0,0.015300000000000001,CM On-Hand,0,80000,0.0153,Gen 1 Only,Lunar Depletion,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224
6483,Sienna,20-005341,PCB Lunar Bridge Rogowski Coil Pigtail Board Rev 1,PCB,120,0,0.23999999999999996,CM On-Hand,0,0,0,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6484,Lunar,20-005341,PCB Lunar Bridge Rogowski Coil Pigtail Board Rev 1,PCB,0,0,0.23999999999999996,CM On-Hand,0,0,0,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6485,Celestica,10-005113,"Shroud with Inserts, Rear",Part,0,0,0,,0,0,0,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6486,Lunar,10-005113,"Shroud with Inserts, Rear",Part,0,0,0,,9,0,0,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6487,Lunar,10-004540,0,0,0,0,0,,0,1000,0.049,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6488,Sienna,10-002206,"Bus Bar, BU, L1, Bridge",Assembly,1091,2681,11.23,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6489,Lunar,10-002206,"Bus Bar, BU, L1, Bridge",Assembly,0,0,11.23,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6490,Sienna,10-004990,Diode Schottky 40V 0.12A 2-Pin SOD-323 T/R,Electrical Components,5493,0,0.018,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6491,Qualitel,10-004990,Diode Schottky 40V 0.12A 2-Pin SOD-323 T/R,Electrical Components,12974,0,0.018,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6492,Lunar,10-004990,Diode Schottky 40V 0.12A 2-Pin SOD-323 T/R,Electrical Components,0,0,0.018,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6493,Lunar,10-07933A,IC FLASH 256MBIT SPI/QUAD 24BGA (8X6MM),Electrical Components,0,0,0,,443,0,0,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6494,Qualitel,10-006640,CAP CER 1000PF 1KV X7R 1206,Electrical Components,65098,132500,0.0227,CM On-Hand,0,0,0,Active in Both,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6495,Lunar,10-006640,CAP CER 1000PF 1KV X7R 1206,Electrical Components,0,0,0.0227,CM On-Hand,0,0,0,Active in Both,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6496,Sienna,10-006426,"Heat spreader, Aluminum Nitride, TIM and pre-applied, Type B",Part,4170,7000,4.74,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6497,Lunar,10-006426,"Heat spreader, Aluminum Nitride, TIM and pre-applied, Type B",Part,0,0,4.74,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6498,Qualitel,10-06951A,"Screw, M4x0.7, 10mm L, Steel, ZiNi, Nylon Patch",Part,4800,0,0.3,CM On-Hand,0,0,0,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6499,Lunar,10-06951A,"Screw, M4x0.7, 10mm L, Steel, ZiNi, Nylon Patch",Part,0,0,0.3,CM On-Hand,0,0,0,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6500,Sienna,10-002141,CONN HEADER SMD R/A 2POS 3MM,Electrical Components,2690,0,0,,0,0,0.3899334218415417,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6501,Lunar,10-002141,CONN HEADER SMD R/A 2POS 3MM,Electrical Components,0,0,0,,58375,0,0.3899334218415417,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6502,Sienna,10-001641,CAP CER 22UF 25V X7R 1210,Electrical Components,104792,38000,0.11356399863815439,CM On-Hand,0,0,0.1881,Active in Both,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6503,Qualitel,10-001641,CAP CER 22UF 25V X7R 1210,Electrical Components,80251,13000,0.11356399863815439,CM On-Hand,0,0,0.1881,Active in Both,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6504,Lunar,10-001641,CAP CER 22UF 25V X7R 1210,Electrical Components,0,0,0.11356399863815439,CM On-Hand,16000,24000,0.1881,Active in Both,Lunar Depletion,4543,4543,4543,4543,4543,4543,4543,4543,4543,4543,4543,4543,4543
6505,Sienna,10-005905,"Kit, Installation, Inverter",Part,2246,3000,0.95,CM On-Hand,0,0,1,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6506,Lunar,10-005905,"Kit, Installation, Inverter",Part,0,0,0.95,CM On-Hand,30,0,1,Gen 1 Only,Lunar Depletion,28,28,28,28,28,28,28,28,28,28,28,28,28
6507,Sienna,10-000649,RES SMD 51K OHM 1% 1/16W 0402 AEC-Q,Electrical Components,5168,0,0.00540332326283988,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6508,Qualitel,10-000649,RES SMD 51K OHM 1% 1/16W 0402 AEC-Q,Electrical Components,8734,0,0.00540332326283988,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6509,Lunar,10-000649,RES SMD 51K OHM 1% 1/16W 0402 AEC-Q,Electrical Components,0,0,0.00540332326283988,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6510,Sienna,10-002328,RES 22K OHM 1% 1/10W 0603,Electrical Components,11841,0,0.0013,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6511,Qualitel,10-002328,RES 22K OHM 1% 1/10W 0603,Electrical Components,4128,5000,0.0013,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6512,Lunar,10-002328,RES 22K OHM 1% 1/10W 0603,Electrical Components,0,0,0.0013,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6513,Sienna,20-06830D,"Maximizer PCB, Type D",PCB,44904,28000,2.1,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6514,Lunar,20-06830D,"Maximizer PCB, Type D",PCB,0,0,2.1,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6515,Lunar,10-006892,0,0,0,0,0,,0,8100,0.048,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6516,Sienna,10-004576,"PCB TERMINAL BLOCK, NOMINAL CURR",Electrical Components,3979,1150,2.6973854524627723,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6517,Qualitel,10-004576,"PCB TERMINAL BLOCK, NOMINAL CURR",Electrical Components,3005,0,2.6973854524627723,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6518,Lunar,10-004576,"PCB TERMINAL BLOCK, NOMINAL CURR",Electrical Components,0,0,2.6973854524627723,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6519,Sienna,30-002435,"PCBA, PV Hub",PCBA,151,0,36.23,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6520,Lunar,30-002435,"PCBA, PV Hub",PCBA,0,0,36.23,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6521,Qualitel,10-005461,0,0,0,140000,0.0791,CM On-Order,0,0,0,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6522,Lunar,10-005461,0,0,0,0,0.0791,CM On-Order,0,0,0,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6523,Sienna,10-003573,CAP CER 4700PF 250V X7R 1812,Electrical Components,41723,0,0.55,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6524,Celestica,10-003573,CAP CER 4700PF 250V X7R 1812,Electrical Components,0,0,0.55,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6525,Lunar,10-003573,CAP CER 4700PF 250V X7R 1812,Electrical Components,0,0,0.55,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6526,Sienna,10-000549,CAP CER 22UF 10V X7R 1206 AEC-Q,Electrical Components,112142,0,0.1266740399725199,CM On-Hand,0,0,0.12869999999999998,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6527,Qualitel,10-000549,CAP CER 22UF 10V X7R 1206 AEC-Q,Electrical Components,14495,0,0.1266740399725199,CM On-Hand,0,0,0.12869999999999998,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6528,Lunar,10-000549,CAP CER 22UF 10V X7R 1206 AEC-Q,Electrical Components,0,0,0.1266740399725199,CM On-Hand,2000,62000,0.12869999999999998,Gen 1 Only,Lunar Depletion,8107,8107,8107,8107,8107,8107,8107,8107,8107,8107,8107,8107,8107
6529,Sienna,10-001277,CAP CER 2.2UF 100V X7R 1206,Electrical Components,178587,0,0.067,CM On-Hand,0,0,0.0745981308411215,Active in Both,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6530,Lunar,10-001277,CAP CER 2.2UF 100V X7R 1206,Electrical Components,0,0,0.067,CM On-Hand,0,21400,0.0745981308411215,Active in Both,Lunar Depletion,1434,1434,1434,1434,1434,1434,1434,1434,1434,1434,1434,1434,1434
6531,Qualitel,10-06908A,DIODE SCHOTTKY 100V 1A SOD123HE,Electrical Components,22592,0,0.0669,CM On-Hand,0,0,0.0974,Active in Both,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6532,Lunar,10-06908A,DIODE SCHOTTKY 100V 1A SOD123HE,Electrical Components,0,0,0.0669,CM On-Hand,18830,0,0.0974,Active in Both,Lunar Depletion,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260
6533,Lunar,10-001163,RES SMD 2 OHM 5% 1/4W 0603 AEC-Q,Electrical Components,0,0,0,,355000,0,0.0259,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6534,Lunar,10-08061A,0,0,0,0,0,,0,80,7,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6535,Lunar,10-07481A,0,0,0,0,0,,0,30,378.64,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6536,Sienna,10-001653,CAP CER 1500PF 250V NONSTND SMD,Electrical Components,5986,0,0.245,CM On-Hand,0,0,0.2529854246396873,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6537,Lunar,10-001653,CAP CER 1500PF 250V NONSTND SMD,Electrical Components,0,0,0.245,CM On-Hand,61405,0,0.2529854246396873,Gen 1 Only,Lunar Depletion,15044,15044,15044,15044,15044,15044,15044,15044,15044,15044,15044,15044,15044
6538,Sienna,10-003415,MOSFET N-CH 55V 5A SOT223,Electrical Components,2700,0,0.217,CM On-Hand,0,0,0.4285,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6539,Lunar,10-003415,MOSFET N-CH 55V 5A SOT223,Electrical Components,0,0,0.217,CM On-Hand,2500,7500,0.4285,Obsolete,Lunar Depletion,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170
6540,Sienna,10-07164A,"Label, 2x5, 25kWh, Gold / Base",Part,6338,0,0,,0,0,0,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6541,Lunar,10-07164A,"Label, 2x5, 25kWh, Gold / Base",Part,0,0,0,,0,0,0,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6542,Lunar,10-006875,0,0,0,0,0,,0,2100,0.081,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6543,Lunar,10-006960,0,0,0,0,0,,0,1400,0.00835,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6544,Sienna,10-006691,CAP CER 4700PF 3KV X7R 2220,Electrical Components,13539,0,0.9722692199380456,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6545,Qualitel,10-006691,CAP CER 4700PF 3KV X7R 2220,Electrical Components,11318,0,0.9722692199380456,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6546,Lunar,10-006691,CAP CER 4700PF 3KV X7R 2220,Electrical Components,0,0,0.9722692199380456,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6547,Sienna,10-002392,"RF/ Coaxial Connectors, 50 Ohms, FAKRA SMB Jack, Straight, PCB, Keying Option B, Signal White",Electrical Components,3602,6000,0.7834203220433091,CM On-Hand,2400,0,0.9408430769230769,Gen 1 Only,Lunar Depletion,1880,1880,1410,940,0,0,0,0,0,0,0,0,0
6548,Lunar,10-002392,"RF/ Coaxial Connectors, 50 Ohms, FAKRA SMB Jack, Straight, PCB, Keying Option B, Signal White",Electrical Components,0,0,0.7834203220433091,CM On-Hand,7350,0,0.9408430769230769,Gen 1 Only,Lunar Depletion,5758,5758,5758,5758,5758,5758,5758,5758,5758,5758,5758,5758,5758
6549,Lunar,10-006604,CONN CONTACT IDC 12AWG SMD,Electrical Components,0,0,0,,1380,0,0,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6550,Qualitel,10-07240A,"SCREW, M5-0.8X12, PAN HD, T25, SEALING, STL+ZNNI",Assembly,38200,561370,0.1187,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6551,Lunar,10-07240A,"SCREW, M5-0.8X12, PAN HD, T25, SEALING, STL+ZNNI",Assembly,0,0,0.1187,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6552,Sienna,10-006448,DIODE SCHOTTKY 40V 2A 1206,Electrical Components,3175,0,0.12100000000000001,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6553,Lunar,10-006448,DIODE SCHOTTKY 40V 2A 1206,Electrical Components,0,0,0.12100000000000001,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6554,Lunar,10-006658,0,0,0,0,0,,0,5400,0.27976,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6555,Sienna,10-001019,RES SMD 10K OHM 1% 1/2W 0805 AEC-Q,Electrical Components,28407,0,0.017504014869888476,CM On-Hand,0,0,0.23706141732283464,Active in Both,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6556,Qualitel,10-001019,RES SMD 10K OHM 1% 1/2W 0805 AEC-Q,Electrical Components,20013,0,0.017504014869888476,CM On-Hand,0,0,0.23706141732283464,Active in Both,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6557,Lunar,10-001019,RES SMD 10K OHM 1% 1/2W 0805 AEC-Q,Electrical Components,0,0,0.017504014869888476,CM On-Hand,0,12700,0.23706141732283464,Active in Both,Lunar Depletion,222,222,222,222,222,222,222,222,222,222,222,222,222
6558,Sienna,10-002120,"Screw,#8-32 UNRC-3Ax0.625in,BHT T15,Flange,Steel,ZiNi BC,Nylon Patch",Part,5618,0,0.07740000000000001,CM On-Hand,0,0,0,Active in Both,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6559,Lunar,10-002120,"Screw,#8-32 UNRC-3Ax0.625in,BHT T15,Flange,Steel,ZiNi BC,Nylon Patch",Part,0,0,0.07740000000000001,CM On-Hand,0,0,0,Active in Both,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6560,Sienna,10-005157,"Potted Pin Passthrough and Inductor Housing, Inverter Power Module, D",Part,1469,3556,91.25,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6561,Lunar,10-005157,"Potted Pin Passthrough and Inductor Housing, Inverter Power Module, D",Part,0,0,91.25,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6562,Qualitel,10-001011,0,0,0,360000,0.0007,CM On-Order,0,0,0,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6563,Lunar,10-001011,0,0,0,0,0.0007,CM On-Order,0,0,0,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6564,Lunar,10-000664,CAP CER 4.7UF 6.3V X5R 0402,Electrical Components,0,0,0,,30000,30000,0.0116,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6565,Sienna,10-07315A,"Printed Box, ESS Hardware Kit",Part,2676,3475,0,,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6566,Lunar,10-07315A,"Printed Box, ESS Hardware Kit",Part,0,0,0,,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6567,Celestica,10-003497,"Screw,M2x0.4 6gX4mm,Flat Head,PH1,Reny",Part,3,0,0.138,CM On-Hand,0,0,0.14,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6568,Lunar,10-003497,"Screw,M2x0.4 6gX4mm,Flat Head,PH1,Reny",Part,0,0,0.138,CM On-Hand,46317,0,0.14,Gen 1 Only,Lunar Depletion,6392,6392,6392,6392,6392,6392,6392,6392,6392,6392,6392,6392,6392
6569,Qualitel,10-003497,"Screw,M2x0.4 6gX4mm,Flat Head,PH1,Reny",Part,55207,0,0.138,CM On-Hand,4673,0,0.14,Gen 1 Only,Lunar Depletion,645,645,645,645,645,0,0,0,0,0,0,0,0
6570,Sienna,10-001451,Flat Wire Inductor,Electrical Components,320,0,0,,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6571,Lunar,10-001451,Flat Wire Inductor,Electrical Components,0,0,0,,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6572,Sienna,10-006075,SCREW DELTA PT 50x1.80-14.00 T25 TORX RECESS WASHER PAN HEAD,Part,12454,0,0.04400000000000001,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6573,Lunar,10-006075,SCREW DELTA PT 50x1.80-14.00 T25 TORX RECESS WASHER PAN HEAD,Part,0,0,0.04400000000000001,CM On-Hand,0,0,0,Gen 1 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6574,Lunar,10-006761,RES 10K OHM 5% 1/2W 1206,Electrical Components,0,0,0,,15000,3555,0.0128,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6575,Qualitel,10-07368A,0,0,0,104000,0.012200000000000003,CM On-Order,0,0,0,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6576,Lunar,10-07368A,0,0,0,0,0.012200000000000003,CM On-Order,0,0,0,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6577,Lunar,90-07093A,"Smart Breaker, 30A, Boxed",Top Level Assembly,0,0,0,,166,0,98.1,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6578,Sienna,10-000575,"General Purpose Inductor, 0.0047uH, 2.128%, 1 Element, SMD AEC-Q",Electrical Components,17287,0,0.05581853764829312,CM On-Hand,0,0,0.058,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6579,Qualitel,10-000575,"General Purpose Inductor, 0.0047uH, 2.128%, 1 Element, SMD AEC-Q",Electrical Components,7495,0,0.05581853764829312,CM On-Hand,0,0,0.058,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6580,Lunar,10-000575,"General Purpose Inductor, 0.0047uH, 2.128%, 1 Element, SMD AEC-Q",Electrical Components,0,0,0.05581853764829312,CM On-Hand,9900,0,0.058,Obsolete,Lunar Depletion,553,553,553,553,553,553,553,553,553,553,553,553,553
6581,Celestica,10-002957,MOSFET N-CH 100V 170MA SOT23-3,Electrical Components,0,0,0.0213,CM On-Hand,0,0,0.030000000000000002,Active in Both,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6582,Lunar,10-002957,MOSFET N-CH 100V 170MA SOT23-3,Electrical Components,0,0,0.0213,CM On-Hand,48528,12000,0.030000000000000002,Active in Both,Lunar Depletion,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289
6583,Qualitel,10-002957,MOSFET N-CH 100V 170MA SOT23-3,Electrical Components,43104,84000,0.0213,CM On-Hand,36000,0,0.030000000000000002,Active in Both,Lunar Depletion,767,767,767,767,767,767,511,511,511,511,511,511,511
6584,Lunar,30-06956A,"PCBA, Roof Doctor",PCBA,0,0,0,,22,0,0,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6585,Lunar,10-004339,TVS DIODE 12.8VWM 27.2VC SMB AEC-Q,Electrical Components,0,0,0,,4978,0,18.18,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6586,Lunar,10-001685,RES SMD 845K OHM 1% 1/4W 1206,Electrical Components,0,0,0,,685814,70000,0.014911664970385556,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6587,Lunar,10-002275,"DC-DC ISOLATED 3K, 1 W, 22.8~25.",Electrical Components,0,0,0,,44250,0,1.8,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6588,Sienna,10-004628,Automotive Compliant Low Knee Current 3.3V Voltage Reference AEC-Q,Electrical Components,2709,0,0.432,CM On-Hand,0,0,0,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6589,Lunar,10-004628,Automotive Compliant Low Knee Current 3.3V Voltage Reference AEC-Q,Electrical Components,0,0,0.432,CM On-Hand,0,0,0,Obsolete,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
6590,Qualitel,10-001851,0,0,0,30000,0.617,CM On-Order,0,0,0,Gen 2 Only,Lunar Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
