Updated at,source_report,raw_part_number,lpn,description,item_category,procurementtype,location,storage_location,is_consigned,owned_by,unrestricted_qty,restricted_qty,unit_price,unrestricted_value,restricted_value,revision_number,row_type,uncommitted_qty
08-18-2026,Lunar Netsuite,10-001610,10-001610,DIODE SCHOTTKY 80V 1A SOD123 AEC-Q,Electrical Components,OTS,JIT - Reno,NS,FALSE,Lunar Energy,39989,0,0.03,1199.67,0,0,Unrestricted,39989
08-18-2026,CM: Sienna GA,10-001610 REV-01,10-001610,DIODE SCHOTTKY 80V 1A SOD123 AEC-Q,Electrical Components,OTS,ATLN,LINE,FALSE,Sienna Corporation,2820,0,0.026,73.32,0,1,Unrestricted,2820
08-18-2026,CM: Sienna GA,10-001610 REV-01,10-001610,DIODE SCHOTTKY 80V 1A SOD123 AEC-Q,Electrical Components,OTS,ATLN,RIQC,FALSE,Sienna Corporation,75000,0,0.026,1950,0,1,Unrestricted,75000
08-18-2026,CM: Celestica MX,10-0016103MS,10-001610,DIODE SCHOTTKY 80V 1A SOD123 AEC-Q,Electrical Components,OTS,Monterrey Prod,1000,FALSE,Celestica,-6,0,0.0261,-0.1566,0,0,Unrestricted,-6
08-18-2026,CM: Qualitel WA,814L-10-001610,10-001610,DIODE SCHOTTKY 80V 1A SOD123 AEC-Q,Electrical Components,OTS,"Seattle, WA",Stock,FALSE,Qualitel,25114,0,0.026,652.964,0,0,Unrestricted,25114
08-18-2026,Lunar Netsuite,10-001611,10-001611,DIODE ZENER 16V 500MW SOD123,Electrical Components,OTS,JIT - Reno,NS,FALSE,Lunar Energy,68023,0,0.0148,1006.7404,0,0,Unrestricted,68023
08-18-2026,Lunar Netsuite,10-001611,10-001611,DIODE ZENER 16V 500MW SOD123,Electrical Components,OTS,Sienna Corporation - GA,NS,FALSE,Lunar Energy,2832,0,0.0148,41.9136,0,0,Unrestricted,0
08-18-2026,CM: Sienna GA,C10-001611 REV-1,10-001611,DIODE ZENER 16V 500MW SOD123,Electrical Components,OTS,ATLN,WT51,TRUE,Lunar Energy,2832,0,0,0,0,1,Unrestricted,2832
08-18-2026,CM: Qualitel WA,814L-10-001611,10-001611,DIODE ZENER 16V 500MW SOD123,Electrical Components,OTS,"Seattle, WA",Stock,FALSE,Qualitel,70174,0,0.0119,835.0706,0,0,Unrestricted,70174
08-18-2026,CM: Celestica MX,10-0016113MS,10-001611,DIODE ZENER 16V 500MW SOD123,Electrical Components,OTS,Monterrey Prod,1000,FALSE,Celestica,-6,0,0.0113,-0.0678,0,0,Unrestricted,-6
08-18-2026,CM: Sienna GA,10-001622 REV-01,10-001622,CAP CER 0805 1NF 200V C0G 5% AEC-Q,Electrical Components,OTS,ATLN,MAIN,FALSE,Sienna Corporation,4000,0,0.018,72,0,1,Unrestricted,4000
08-18-2026,CM: Sienna GA,10-001622 REV-01,10-001622,CAP CER 0805 1NF 200V C0G 5% AEC-Q,Electrical Components,OTS,ATLN,LINE,FALSE,Sienna Corporation,6845,0,0.018,123.21,0,1,Unrestricted,6845
08-18-2026,CM: Qualitel WA,814L-10-001622,10-001622,CAP CER 0805 1NF 200V C0G 5% AEC-Q,Electrical Components,OTS,"Seattle, WA",Stock,FALSE,Qualitel,2743,0,0.0269,73.7867,0,0,Unrestricted,2743
08-18-2026,CM: Sienna GA,10-001625 REV-01,10-001625,CAP CER 100PF 630V C0G/NP0 1206 AEC-Q,Electrical Components,OTS,ATLN,LINE,FALSE,Sienna Corporation,469,0,0.059,27.671,0,1,Unrestricted,469
08-18-2026,CM: Qualitel WA,814L-10-001625,10-001625,CAP CER 100PF 630V C0G/NP0 1206 AEC-Q,Electrical Components,OTS,"Seattle, WA",Stock,FALSE,Qualitel,3732,0,0.0578,215.7096,0,0,Unrestricted,3732
08-18-2026,Lunar Netsuite,10-001625,10-001625,CAP CER 100PF 630V C0G/NP0 1206 AEC-Q,Electrical Components,OTS,JIT - Reno,NS,FALSE,Lunar Energy,2327,0,0.0986,229.4422,0,0,Unrestricted,2327
08-18-2026,CM: Sienna GA,10-001625 REV-01,10-001625,CAP CER 100PF 630V C0G/NP0 1206 AEC-Q,Electrical Components,OTS,ATLN,MAIN,FALSE,Sienna Corporation,7500,0,0.059,442.5,0,1,Unrestricted,7500
08-18-2026,CM: Sienna GA,10-001634 REV-01,10-001634,RES 8.45K OHM 1% 1/4W 0805 AEC-Q,Electrical Components,OTS,ATLN,LINE,FALSE,Sienna Corporation,6790,0,0.0036,24.444,0,1,Unrestricted,6790
08-18-2026,CM: Qualitel WA,814L-10-001634,10-001634,RES 8.45K OHM 1% 1/4W 0805 AEC-Q,Electrical Components,OTS,"Seattle, WA",Stock,FALSE,Qualitel,8733,0,0.004,34.932,0,0,Unrestricted,8733
08-18-2026,Lunar Netsuite,10-001637,10-001637,CAP CER 4.7UF 100V X7R 2220,Electrical Components,OTS,Sienna Corporation - GA,NS,FALSE,Lunar Energy,8000,0,0.698,5584,0,0,Unrestricted,0
08-18-2026,CM: Sienna GA,C10-001637 REV-01,10-001637,CAP CER 4.7UF 100V X7R 2220,Electrical Components,OTS,ATLN,WR84,TRUE,Lunar Energy,8000,0,0,0,0,1,Unrestricted,8000
