"serial_number","shipped_date","shipment_number","ship_to","packing_slip_number","po_number","po_line_number","customer_part_number","pallet_id","quantity","lot_code","master_carton_id","source_file","source_file_timestamp","_db_created_at","_db_modified_at"
P:10-00522ER:01S:SIE262603744,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811666,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603745,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811666,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603746,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811668,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603747,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607298,1,,P:90-06831ER:01S:SIE262811745,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603748,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811668,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603749,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607285,1,,P:90-06831ER:01S:SIE262811658,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603750,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607297,1,,P:90-06831ER:01S:SIE262811767,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603752,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607292,1,,P:90-06831ER:01S:SIE262811643,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603753,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607285,1,,P:90-06831ER:01S:SIE262811657,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603755,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607285,1,,P:90-06831ER:01S:SIE262811657,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603757,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811653,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603759,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811666,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603760,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811665,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603761,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072814,1,,P:90-06831ER:01S:SIE262704380,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603762,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811668,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603763,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811666,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603764,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811668,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603765,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811666,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603766,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811668,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603767,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811668,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603768,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811668,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603769,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811667,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603770,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811666,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603771,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811668,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603772,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811666,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603773,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811666,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603774,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811666,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603775,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811668,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603776,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607292,1,,P:90-06831ER:01S:SIE262811643,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603777,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607285,1,,P:90-06831ER:01S:SIE262811658,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603778,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607285,1,,P:90-06831ER:01S:SIE262811658,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603779,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607285,1,,P:90-06831ER:01S:SIE262811658,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603780,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811666,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603781,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811668,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603782,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811667,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603783,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811666,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603785,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811667,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603786,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607285,1,,P:90-06831ER:01S:SIE262811658,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603789,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072815,1,,P:90-06831ER:01S:SIE262704389,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603815,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607282,1,,P:90-06831ER:01S:SIE262811603,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603817,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607285,1,,P:90-06831ER:01S:SIE262811662,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603818,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704318,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603820,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704313,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603821,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607285,1,,P:90-06831ER:01S:SIE262811662,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603826,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607288,1,,P:90-06831ER:01S:SIE262704409,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603827,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607289,1,,P:90-06831ER:01S:SIE262704459,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603829,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704284,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603831,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704319,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603837,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072814,1,,P:90-06831ER:01S:SIE262704370,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603842,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704272,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603845,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607292,1,,P:90-06831ER:01S:SIE262811647,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603848,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072814,1,,P:90-06831ER:01S:SIE262704369,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603849,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072814,1,,P:90-06831ER:01S:SIE262704370,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603854,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704319,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603861,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607285,1,,P:90-06831ER:01S:SIE262811657,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603866,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607285,1,,P:90-06831ER:01S:SIE262811660,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603871,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704313,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603879,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811666,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603881,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704318,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603887,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072811,1,,P:90-06831ER:01S:SIE262811630,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603888,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704318,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603889,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811667,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603890,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811667,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603891,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607285,1,,P:90-06831ER:01S:SIE262811658,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603892,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607292,1,,P:90-06831ER:01S:SIE262811642,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603895,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704319,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603899,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607285,1,,P:90-06831ER:01S:SIE262811658,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603900,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811667,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603901,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607285,1,,P:90-06831ER:01S:SIE262811658,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603902,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811668,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603907,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704318,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603912,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704313,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603921,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704272,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603925,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607287,1,,P:90-06831ER:01S:SIE262811683,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603929,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704319,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603932,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704319,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603933,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704318,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603945,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607292,1,,P:90-06831ER:01S:SIE262811646,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603947,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704313,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603948,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704284,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603949,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704284,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603950,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704319,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603954,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704319,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603958,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607289,1,,P:90-06831ER:01S:SIE262704459,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262603960,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607293,1,,P:90-06831ER:01S:SIE262811668,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
