"serial_number","shipped_date","shipment_number","ship_to","packing_slip_number","po_number","po_line_number","customer_part_number","pallet_id","quantity","lot_code","master_carton_id","source_file","source_file_timestamp","_db_created_at","_db_modified_at"
P:10-00522DR:02S:SIE262509840,2026-08-06 17:00:00,SFOHOUT 00052757,,93248521,PO-US-08015,,10-00522D,202608077,1,,P:90-06831DR:02S:SIE262512707,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2026-08-07 18:16:17,2026-08-07 18:16:23,2026-08-07 18:16:23
P:10-00522DR:02S:SIE262509851,2026-07-30 17:00:00,SFOHOUT00052412,,93248292,PO-US-08015,,10-00522D,202607105,1,,P:90-06831DR:02S:SIE262512675,PO-US-08015 shipped 073126 ASN 93248292 Qty 240 POUS08933 A8401 Q324 POUS08008 A8402 Q110 POUS08625 A8452 Q270 POUS08013 A8453 Q13 POUS09054 A8454 Q50 POUS08885 A93248457 Q10 POUS09166 A93248460 Q2400.xlsx,2026-07-31 17:45:36,2026-07-31 17:45:43,2026-07-31 17:45:43
P:10-00522DR:02S:SIE262509853,2026-07-30 17:00:00,SFOHOUT00052412,,93248292,PO-US-08015,,10-00522D,202607105,1,,P:90-06831DR:02S:SIE262512677,PO-US-08015 shipped 073126 ASN 93248292 Qty 240 POUS08933 A8401 Q324 POUS08008 A8402 Q110 POUS08625 A8452 Q270 POUS08013 A8453 Q13 POUS09054 A8454 Q50 POUS08885 A93248457 Q10 POUS09166 A93248460 Q2400.xlsx,2026-07-31 17:45:36,2026-07-31 17:45:43,2026-07-31 17:45:43
P:10-00522DR:02S:SIE262509860,2026-07-30 17:00:00,SFOHOUT00052412,,93248292,PO-US-08015,,10-00522D,202607105,1,,P:90-06831DR:02S:SIE262512644,PO-US-08015 shipped 073126 ASN 93248292 Qty 240 POUS08933 A8401 Q324 POUS08008 A8402 Q110 POUS08625 A8452 Q270 POUS08013 A8453 Q13 POUS09054 A8454 Q50 POUS08885 A93248457 Q10 POUS09166 A93248460 Q2400.xlsx,2026-07-31 17:45:36,2026-07-31 17:45:43,2026-07-31 17:45:43
P:10-00522DR:02S:SIE262509885,2026-07-30 17:00:00,SFOHOUT00052412,,93248292,PO-US-08015,,10-00522D,202607105,1,,P:90-06831DR:02S:SIE262512671,PO-US-08015 shipped 073126 ASN 93248292 Qty 240 POUS08933 A8401 Q324 POUS08008 A8402 Q110 POUS08625 A8452 Q270 POUS08013 A8453 Q13 POUS09054 A8454 Q50 POUS08885 A93248457 Q10 POUS09166 A93248460 Q2400.xlsx,2026-07-31 17:45:36,2026-07-31 17:45:43,2026-07-31 17:45:43
P:10-00522DR:02S:SIE262509902,2026-07-30 17:00:00,SFOHOUT00052412,,93248292,PO-US-08015,,10-00522D,202607105,1,,P:90-06831DR:02S:SIE262512675,PO-US-08015 shipped 073126 ASN 93248292 Qty 240 POUS08933 A8401 Q324 POUS08008 A8402 Q110 POUS08625 A8452 Q270 POUS08013 A8453 Q13 POUS09054 A8454 Q50 POUS08885 A93248457 Q10 POUS09166 A93248460 Q2400.xlsx,2026-07-31 17:45:36,2026-07-31 17:45:43,2026-07-31 17:45:43
P:10-00522DR:02S:SIE262509904,2026-08-06 17:00:00,SFOHOUT 00052757,,93248521,PO-US-08015,,10-00522D,202608077,1,,P:90-06831DR:02S:SIE262512711,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2026-08-07 18:16:17,2026-08-07 18:16:23,2026-08-07 18:16:23
P:10-00522DR:02S:SIE262509922,2026-07-30 17:00:00,SFOHOUT00052412,,93248292,PO-US-08015,,10-00522D,202607105,1,,P:90-06831DR:02S:SIE262512675,PO-US-08015 shipped 073126 ASN 93248292 Qty 240 POUS08933 A8401 Q324 POUS08008 A8402 Q110 POUS08625 A8452 Q270 POUS08013 A8453 Q13 POUS09054 A8454 Q50 POUS08885 A93248457 Q10 POUS09166 A93248460 Q2400.xlsx,2026-07-31 17:45:36,2026-07-31 17:45:43,2026-07-31 17:45:43
P:10-00522DR:02S:SIE262509935,2026-07-30 17:00:00,SFOHOUT00052412,,93248292,PO-US-08015,,10-00522D,202607105,1,,P:90-06831DR:02S:SIE262512674,PO-US-08015 shipped 073126 ASN 93248292 Qty 240 POUS08933 A8401 Q324 POUS08008 A8402 Q110 POUS08625 A8452 Q270 POUS08013 A8453 Q13 POUS09054 A8454 Q50 POUS08885 A93248457 Q10 POUS09166 A93248460 Q2400.xlsx,2026-07-31 17:45:36,2026-07-31 17:45:43,2026-07-31 17:45:43
P:10-00522DR:02S:SIE262509945,2026-07-30 17:00:00,SFOHOUT00052412,,93248292,PO-US-08015,,10-00522D,202607105,1,,P:90-06831DR:02S:SIE262512672,PO-US-08015 shipped 073126 ASN 93248292 Qty 240 POUS08933 A8401 Q324 POUS08008 A8402 Q110 POUS08625 A8452 Q270 POUS08013 A8453 Q13 POUS09054 A8454 Q50 POUS08885 A93248457 Q10 POUS09166 A93248460 Q2400.xlsx,2026-07-31 17:45:36,2026-07-31 17:45:43,2026-07-31 17:45:43
P:10-00522DR:02S:SIE262509995,2026-08-06 17:00:00,SFOHOUT 00052757,,93248521,PO-US-08015,,10-00522D,202608077,1,,P:90-06831DR:02S:SIE262512716,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2026-08-07 18:16:17,2026-08-07 18:16:23,2026-08-07 18:16:23
P:10-00522DR:02S:SIE262510001,2026-07-30 17:00:00,SFOHOUT00052412,,93248292,PO-US-08015,,10-00522D,202607105,1,,P:90-06831DR:02S:SIE262512677,PO-US-08015 shipped 073126 ASN 93248292 Qty 240 POUS08933 A8401 Q324 POUS08008 A8402 Q110 POUS08625 A8452 Q270 POUS08013 A8453 Q13 POUS09054 A8454 Q50 POUS08885 A93248457 Q10 POUS09166 A93248460 Q2400.xlsx,2026-07-31 17:45:36,2026-07-31 17:45:43,2026-07-31 17:45:43
P:10-00522DR:02S:SIE262510005,2026-07-30 17:00:00,SFOHOUT00052412,,93248292,PO-US-08015,,10-00522D,202607105,1,,P:90-06831DR:02S:SIE262512644,PO-US-08015 shipped 073126 ASN 93248292 Qty 240 POUS08933 A8401 Q324 POUS08008 A8402 Q110 POUS08625 A8452 Q270 POUS08013 A8453 Q13 POUS09054 A8454 Q50 POUS08885 A93248457 Q10 POUS09166 A93248460 Q2400.xlsx,2026-07-31 17:45:36,2026-07-31 17:45:43,2026-07-31 17:45:43
P:10-00522DR:02S:SIE262510029,2026-07-30 17:00:00,SFOHOUT00052412,,93248292,PO-US-08015,,10-00522D,202607105,1,,P:90-06831DR:02S:SIE262512675,PO-US-08015 shipped 073126 ASN 93248292 Qty 240 POUS08933 A8401 Q324 POUS08008 A8402 Q110 POUS08625 A8452 Q270 POUS08013 A8453 Q13 POUS09054 A8454 Q50 POUS08885 A93248457 Q10 POUS09166 A93248460 Q2400.xlsx,2026-07-31 17:45:36,2026-07-31 17:45:43,2026-07-31 17:45:43
P:10-00522DR:02S:SIE262510043,2026-08-06 17:00:00,SFOHOUT 00052757,,93248521,PO-US-08015,,10-00522D,202608077,1,,P:90-06831DR:02S:SIE262512715,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2026-08-07 18:16:17,2026-08-07 18:16:23,2026-08-07 18:16:23
P:10-00522DR:02S:SIE262510059,2026-07-30 17:00:00,SFOHOUT00052412,,93248292,PO-US-08015,,10-00522D,202607105,1,,P:90-06831DR:02S:SIE262512677,PO-US-08015 shipped 073126 ASN 93248292 Qty 240 POUS08933 A8401 Q324 POUS08008 A8402 Q110 POUS08625 A8452 Q270 POUS08013 A8453 Q13 POUS09054 A8454 Q50 POUS08885 A93248457 Q10 POUS09166 A93248460 Q2400.xlsx,2026-07-31 17:45:36,2026-07-31 17:45:43,2026-07-31 17:45:43
P:10-00522DR:02S:SIE262510069,2026-07-30 17:00:00,SFOHOUT00052412,,93248292,PO-US-08015,,10-00522D,202607105,1,,P:90-06831DR:02S:SIE262512672,PO-US-08015 shipped 073126 ASN 93248292 Qty 240 POUS08933 A8401 Q324 POUS08008 A8402 Q110 POUS08625 A8452 Q270 POUS08013 A8453 Q13 POUS09054 A8454 Q50 POUS08885 A93248457 Q10 POUS09166 A93248460 Q2400.xlsx,2026-07-31 17:45:36,2026-07-31 17:45:43,2026-07-31 17:45:43
P:10-00522DR:02S:SIE262510072,2026-07-30 17:00:00,SFOHOUT00052412,,93248292,PO-US-08015,,10-00522D,202607105,1,,P:90-06831DR:02S:SIE262512675,PO-US-08015 shipped 073126 ASN 93248292 Qty 240 POUS08933 A8401 Q324 POUS08008 A8402 Q110 POUS08625 A8452 Q270 POUS08013 A8453 Q13 POUS09054 A8454 Q50 POUS08885 A93248457 Q10 POUS09166 A93248460 Q2400.xlsx,2026-07-31 17:45:36,2026-07-31 17:45:43,2026-07-31 17:45:43
P:10-00522DR:02S:SIE262510105,2026-07-30 17:00:00,SFOHOUT00052412,,93248292,PO-US-08015,,10-00522D,202607105,1,,P:90-06831DR:02S:SIE262512644,PO-US-08015 shipped 073126 ASN 93248292 Qty 240 POUS08933 A8401 Q324 POUS08008 A8402 Q110 POUS08625 A8452 Q270 POUS08013 A8453 Q13 POUS09054 A8454 Q50 POUS08885 A93248457 Q10 POUS09166 A93248460 Q2400.xlsx,2026-07-31 17:45:36,2026-07-31 17:45:43,2026-07-31 17:45:43
P:10-00522DR:02S:SIE262510119,2026-07-30 17:00:00,SFOHOUT00052412,,93248292,PO-US-08015,,10-00522D,202607105,1,,P:90-06831DR:02S:SIE262512677,PO-US-08015 shipped 073126 ASN 93248292 Qty 240 POUS08933 A8401 Q324 POUS08008 A8402 Q110 POUS08625 A8452 Q270 POUS08013 A8453 Q13 POUS09054 A8454 Q50 POUS08885 A93248457 Q10 POUS09166 A93248460 Q2400.xlsx,2026-07-31 17:45:36,2026-07-31 17:45:43,2026-07-31 17:45:43
P:10-00522DR:02S:SIE262510121,2026-07-30 17:00:00,SFOHOUT00052412,,93248292,PO-US-08015,,10-00522D,202607105,1,,P:90-06831DR:02S:SIE262512644,PO-US-08015 shipped 073126 ASN 93248292 Qty 240 POUS08933 A8401 Q324 POUS08008 A8402 Q110 POUS08625 A8452 Q270 POUS08013 A8453 Q13 POUS09054 A8454 Q50 POUS08885 A93248457 Q10 POUS09166 A93248460 Q2400.xlsx,2026-07-31 17:45:36,2026-07-31 17:45:43,2026-07-31 17:45:43
P:10-00522DR:02S:SIE262510133,2026-07-30 17:00:00,SFOHOUT00052412,,93248292,PO-US-08015,,10-00522D,202607105,1,,P:90-06831DR:02S:SIE262512677,PO-US-08015 shipped 073126 ASN 93248292 Qty 240 POUS08933 A8401 Q324 POUS08008 A8402 Q110 POUS08625 A8452 Q270 POUS08013 A8453 Q13 POUS09054 A8454 Q50 POUS08885 A93248457 Q10 POUS09166 A93248460 Q2400.xlsx,2026-07-31 17:45:36,2026-07-31 17:45:43,2026-07-31 17:45:43
P:10-00522DR:02S:SIE262510163,2026-07-30 17:00:00,SFOHOUT00052412,,93248292,PO-US-08015,,10-00522D,202607105,1,,P:90-06831DR:02S:SIE262512672,PO-US-08015 shipped 073126 ASN 93248292 Qty 240 POUS08933 A8401 Q324 POUS08008 A8402 Q110 POUS08625 A8452 Q270 POUS08013 A8453 Q13 POUS09054 A8454 Q50 POUS08885 A93248457 Q10 POUS09166 A93248460 Q2400.xlsx,2026-07-31 17:45:36,2026-07-31 17:45:43,2026-07-31 17:45:43
P:10-00522DR:02S:SIE262510170,2026-07-30 17:00:00,SFOHOUT00052412,,93248292,PO-US-08015,,10-00522D,202607105,1,,P:90-06831DR:02S:SIE262512675,PO-US-08015 shipped 073126 ASN 93248292 Qty 240 POUS08933 A8401 Q324 POUS08008 A8402 Q110 POUS08625 A8452 Q270 POUS08013 A8453 Q13 POUS09054 A8454 Q50 POUS08885 A93248457 Q10 POUS09166 A93248460 Q2400.xlsx,2026-07-31 17:45:36,2026-07-31 17:45:43,2026-07-31 17:45:43
P:10-00522DR:02S:SIE262510179,2026-07-30 17:00:00,SFOHOUT00052412,,93248292,PO-US-08015,,10-00522D,202607105,1,,P:90-06831DR:02S:SIE262512644,PO-US-08015 shipped 073126 ASN 93248292 Qty 240 POUS08933 A8401 Q324 POUS08008 A8402 Q110 POUS08625 A8452 Q270 POUS08013 A8453 Q13 POUS09054 A8454 Q50 POUS08885 A93248457 Q10 POUS09166 A93248460 Q2400.xlsx,2026-07-31 17:45:36,2026-07-31 17:45:43,2026-07-31 17:45:43
P:10-00522DR:02S:SIE262510193,2026-07-30 17:00:00,SFOHOUT00052412,,93248292,PO-US-08015,,10-00522D,202607105,1,,P:90-06831DR:02S:SIE262512644,PO-US-08015 shipped 073126 ASN 93248292 Qty 240 POUS08933 A8401 Q324 POUS08008 A8402 Q110 POUS08625 A8452 Q270 POUS08013 A8453 Q13 POUS09054 A8454 Q50 POUS08885 A93248457 Q10 POUS09166 A93248460 Q2400.xlsx,2026-07-31 17:45:36,2026-07-31 17:45:43,2026-07-31 17:45:43
P:10-00522DR:02S:SIE262510205,2026-08-06 17:00:00,SFOHOUT 00052757,,93248521,PO-US-08015,,10-00522D,202608077,1,,P:90-06831DR:02S:SIE262512707,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2026-08-07 18:16:17,2026-08-07 18:16:23,2026-08-07 18:16:23
P:10-00522DR:02S:SIE262510213,2026-07-30 17:00:00,SFOHOUT00052412,,93248292,PO-US-08015,,10-00522D,202607105,1,,P:90-06831DR:02S:SIE262512674,PO-US-08015 shipped 073126 ASN 93248292 Qty 240 POUS08933 A8401 Q324 POUS08008 A8402 Q110 POUS08625 A8452 Q270 POUS08013 A8453 Q13 POUS09054 A8454 Q50 POUS08885 A93248457 Q10 POUS09166 A93248460 Q2400.xlsx,2026-07-31 17:45:36,2026-07-31 17:45:43,2026-07-31 17:45:43
P:10-00522DR:02S:SIE262510214,2026-07-30 17:00:00,SFOHOUT00052412,,93248292,PO-US-08015,,10-00522D,202607105,1,,P:90-06831DR:02S:SIE262512644,PO-US-08015 shipped 073126 ASN 93248292 Qty 240 POUS08933 A8401 Q324 POUS08008 A8402 Q110 POUS08625 A8452 Q270 POUS08013 A8453 Q13 POUS09054 A8454 Q50 POUS08885 A93248457 Q10 POUS09166 A93248460 Q2400.xlsx,2026-07-31 17:45:36,2026-07-31 17:45:43,2026-07-31 17:45:43
P:10-00522DR:02S:SIE262510249,2026-07-30 17:00:00,SFOHOUT00052412,,93248292,PO-US-08015,,10-00522D,202607105,1,,P:90-06831DR:02S:SIE262512675,PO-US-08015 shipped 073126 ASN 93248292 Qty 240 POUS08933 A8401 Q324 POUS08008 A8402 Q110 POUS08625 A8452 Q270 POUS08013 A8453 Q13 POUS09054 A8454 Q50 POUS08885 A93248457 Q10 POUS09166 A93248460 Q2400.xlsx,2026-07-31 17:45:36,2026-07-31 17:45:43,2026-07-31 17:45:43
P:10-00522DR:02S:SIE262510269,2026-07-30 17:00:00,SFOHOUT00052412,,93248292,PO-US-08015,,10-00522D,202607105,1,,P:90-06831DR:02S:SIE262512644,PO-US-08015 shipped 073126 ASN 93248292 Qty 240 POUS08933 A8401 Q324 POUS08008 A8402 Q110 POUS08625 A8452 Q270 POUS08013 A8453 Q13 POUS09054 A8454 Q50 POUS08885 A93248457 Q10 POUS09166 A93248460 Q2400.xlsx,2026-07-31 17:45:36,2026-07-31 17:45:43,2026-07-31 17:45:43
P:10-00522DR:02S:SIE262510271,2026-07-30 17:00:00,SFOHOUT00052412,,93248292,PO-US-08015,,10-00522D,202607105,1,,P:90-06831DR:02S:SIE262512644,PO-US-08015 shipped 073126 ASN 93248292 Qty 240 POUS08933 A8401 Q324 POUS08008 A8402 Q110 POUS08625 A8452 Q270 POUS08013 A8453 Q13 POUS09054 A8454 Q50 POUS08885 A93248457 Q10 POUS09166 A93248460 Q2400.xlsx,2026-07-31 17:45:36,2026-07-31 17:45:43,2026-07-31 17:45:43
P:10-00522DR:02S:SIE262510284,2026-08-06 17:00:00,SFOHOUT 00052757,,93248521,PO-US-08015,,10-00522D,202608077,1,,P:90-06831DR:02S:SIE262512711,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2026-08-07 18:16:17,2026-08-07 18:16:23,2026-08-07 18:16:23
P:10-00522DR:02S:SIE262510315,2026-08-06 17:00:00,SFOHOUT 00052757,,93248521,PO-US-08015,,10-00522D,202608077,1,,P:90-06831DR:02S:SIE262512711,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2026-08-07 18:16:17,2026-08-07 18:16:23,2026-08-07 18:16:23
P:10-00522DR:02S:SIE262510329,2026-07-30 17:00:00,SFOHOUT00052412,,93248292,PO-US-08015,,10-00522D,202607105,1,,P:90-06831DR:02S:SIE262512677,PO-US-08015 shipped 073126 ASN 93248292 Qty 240 POUS08933 A8401 Q324 POUS08008 A8402 Q110 POUS08625 A8452 Q270 POUS08013 A8453 Q13 POUS09054 A8454 Q50 POUS08885 A93248457 Q10 POUS09166 A93248460 Q2400.xlsx,2026-07-31 17:45:36,2026-07-31 17:45:43,2026-07-31 17:45:43
P:10-00522ER:01S:SIE262405442,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704284,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262405453,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704284,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262405455,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607289,1,,P:90-06831ER:01S:SIE262704459,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262405456,2026-08-06 17:00:00,SFOHOUT 00052757,,93248523,PO-US-09166,,10-00522E,2026080611,1,,P:90-06831ER:01S:SIE263009544,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2026-08-07 18:16:17,2026-08-07 18:16:23,2026-08-07 18:16:23
P:10-00522ER:01S:SIE262602701,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704284,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262602703,2026-07-30 17:00:00,SFOHOUT00052412,,93248460,PO-US-09166,,10-00522E,202607311,1,,P:90-06831ER:01S:SIE263009573,PO-US-08015 shipped 073126 ASN 93248292 Qty 240 POUS08933 A8401 Q324 POUS08008 A8402 Q110 POUS08625 A8452 Q270 POUS08013 A8453 Q13 POUS09054 A8454 Q50 POUS08885 A93248457 Q10 POUS09166 A93248460 Q2400.xlsx,2026-07-31 17:45:36,2026-07-31 17:45:43,2026-07-31 17:45:43
P:10-00522ER:01S:SIE262602705,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704343,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262602709,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704284,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262602711,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704284,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262602718,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704284,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262602744,2026-08-06 17:00:00,SFOHOUT 00052757,,93248523,PO-US-09166,,10-00522E,2026080611,1,,P:90-06831ER:01S:SIE263009544,PO-US-018014 shipped 080726 ASN 93248493 Qty 8 PO-US-09054 A93248518 Q9 PO-US-08885 A93248519 Q225 PO-US-08932 A93248520 Q75 PO-US-08015 A93248521 Q200 PO-US-09166 A93248523 Q1920.xlsx,2026-08-07 18:16:17,2026-08-07 18:16:23,2026-08-07 18:16:23
P:10-00522ER:01S:SIE262602754,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607282,1,,P:90-06831ER:01S:SIE262704433,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262602756,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704343,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262602761,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704343,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262602768,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704343,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262602770,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607283,1,,P:90-06831ER:01S:SIE262704394,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262602773,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704275,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262602775,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704343,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262602783,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704313,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262602786,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607283,1,,P:90-06831ER:01S:SIE262704394,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262602795,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607282,1,,P:90-06831ER:01S:SIE262704433,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262602796,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,202607289,1,,P:90-06831ER:01S:SIE262704454,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262602800,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704343,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262602813,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704343,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262602820,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704343,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262602824,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704343,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
P:10-00522ER:01S:SIE262602825,2026-07-29 17:00:00,SFOHOUT00052411,,93248377,PO-US-09166,,10-00522E,2026072813,1,,P:90-06831ER:01S:SIE262704343,PO-US-09166 shipped 073026 ASN 93248377 Qty 6240.xlsx,2026-07-30 17:56:34,2026-07-30 17:56:45,2026-07-30 17:56:44
